 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/67Ge-V.dat

 Ion = Germanium    [32] , Mass = 67 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Germanium    [32] , Mass = 67 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.599E-01  2.616E+00      61 A        33 A        24 A   
  11.00 keV   1.678E-01  2.679E+00      65 A        34 A        25 A   
  12.00 keV   1.752E-01  2.736E+00      69 A        36 A        26 A   
  13.00 keV   1.824E-01  2.788E+00      72 A        38 A        28 A   
  14.00 keV   1.893E-01  2.835E+00      76 A        40 A        29 A   
  15.00 keV   1.959E-01  2.877E+00      80 A        41 A        30 A   
  16.00 keV   2.023E-01  2.917E+00      84 A        43 A        31 A   
  17.00 keV   2.085E-01  2.953E+00      87 A        44 A        33 A   
  18.00 keV   2.146E-01  2.986E+00      91 A        46 A        34 A   
  20.00 keV   2.262E-01  3.046E+00      98 A        49 A        36 A   
  22.50 keV   2.399E-01  3.109E+00     107 A        53 A        39 A   
  25.00 keV   2.529E-01  3.162E+00     115 A        57 A        41 A   
  27.50 keV   2.652E-01  3.207E+00     124 A        60 A        44 A   
  30.00 keV   2.770E-01  3.245E+00     132 A        64 A        47 A   
  32.50 keV   2.884E-01  3.278E+00     141 A        67 A        49 A   
  35.00 keV   2.992E-01  3.307E+00     149 A        71 A        52 A   
  37.50 keV   3.097E-01  3.331E+00     157 A        74 A        54 A   
  40.00 keV   3.199E-01  3.352E+00     165 A        78 A        57 A   
