 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/67Cu-V.dat

 Ion = Copper       [29] , Mass = 67 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Copper       [29] , Mass = 67 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.199E-01  2.465E+00      64 A        34 A        25 A   
  11.00 keV   1.258E-01  2.523E+00      69 A        36 A        26 A   
  12.00 keV   1.314E-01  2.574E+00      73 A        38 A        28 A   
  13.00 keV   1.368E-01  2.620E+00      77 A        40 A        29 A   
  14.00 keV   1.419E-01  2.661E+00      81 A        42 A        31 A   
  15.00 keV   1.469E-01  2.699E+00      85 A        44 A        32 A   
  16.00 keV   1.517E-01  2.734E+00      89 A        45 A        33 A   
  17.00 keV   1.564E-01  2.766E+00      93 A        47 A        34 A   
  18.00 keV   1.609E-01  2.795E+00      97 A        49 A        36 A   
  20.00 keV   1.696E-01  2.847E+00     105 A        52 A        38 A   
  22.50 keV   1.799E-01  2.901E+00     114 A        56 A        41 A   
  25.00 keV   1.897E-01  2.947E+00     124 A        60 A        44 A   
  27.50 keV   1.989E-01  2.985E+00     133 A        64 A        47 A   
  30.00 keV   2.078E-01  3.017E+00     142 A        68 A        50 A   
  32.50 keV   2.162E-01  3.044E+00     151 A        72 A        53 A   
  35.00 keV   2.244E-01  3.067E+00     160 A        76 A        55 A   
  37.50 keV   2.323E-01  3.086E+00     169 A        80 A        58 A   
  40.00 keV   2.399E-01  3.102E+00     179 A        84 A        61 A   
