 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 15, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/82Sr-isobutane_2.0torr.dat

 Ion = Strontium    [38] , Mass = 82 amu

 Density =  6.4690E-06 g/cm3 = 9.3832E+17 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Strontium    [38] , Mass = 82 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.385E-01  7.383E+00    2.95 mm   585.38 um   464.48 um  
  11.00 keV   7.746E-01  7.567E+00    3.13 mm   613.42 um   489.35 um  
  12.00 keV   8.090E-01  7.733E+00    3.30 mm   640.47 um   513.45 um  
  13.00 keV   8.420E-01  7.883E+00    3.46 mm   666.67 um   536.88 um  
  14.00 keV   8.738E-01  8.020E+00    3.63 mm   692.13 um   559.71 um  
  15.00 keV   9.045E-01  8.146E+00    3.79 mm   716.92 um   582.02 um  
  16.00 keV   9.342E-01  8.261E+00    3.95 mm   741.13 um   603.84 um  
  17.00 keV   9.629E-01  8.367E+00    4.10 mm   764.82 um   625.24 um  
  18.00 keV   9.908E-01  8.465E+00    4.26 mm   788.02 um   646.24 um  
  20.00 keV   1.044E+00  8.641E+00    4.56 mm   833.63 um   687.19 um  
  22.50 keV   1.108E+00  8.828E+00    4.93 mm   888.78 um   736.68 um  
  25.00 keV   1.168E+00  8.987E+00    5.29 mm   941.92 um   784.55 um  
  27.50 keV   1.225E+00  9.122E+00    5.64 mm   993.40 um   831.06 um  
  30.00 keV   1.279E+00  9.239E+00    5.99 mm     1.04 mm   876.37 um  
