 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/63Ni-V.dat

 Ion = Nickel       [28] , Mass = 63 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Nickel       [28] , Mass = 63 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.064E-01  2.368E+00      65 A        36 A        26 A   
  11.00 keV   1.116E-01  2.421E+00      70 A        38 A        27 A   
  12.00 keV   1.166E-01  2.469E+00      74 A        40 A        29 A   
  13.00 keV   1.214E-01  2.511E+00      78 A        42 A        30 A   
  14.00 keV   1.259E-01  2.550E+00      82 A        44 A        32 A   
  15.00 keV   1.304E-01  2.585E+00      87 A        46 A        33 A   
  16.00 keV   1.346E-01  2.616E+00      91 A        47 A        34 A   
  17.00 keV   1.388E-01  2.645E+00      95 A        49 A        36 A   
  18.00 keV   1.428E-01  2.672E+00      99 A        51 A        37 A   
  20.00 keV   1.505E-01  2.719E+00     107 A        55 A        40 A   
  22.50 keV   1.597E-01  2.768E+00     117 A        59 A        43 A   
  25.00 keV   1.683E-01  2.809E+00     126 A        63 A        46 A   
  27.50 keV   1.765E-01  2.842E+00     136 A        68 A        49 A   
  30.00 keV   1.844E-01  2.870E+00     146 A        72 A        52 A   
  32.50 keV   1.919E-01  2.894E+00     155 A        76 A        55 A   
  35.00 keV   1.991E-01  2.913E+00     165 A        80 A        58 A   
  37.50 keV   2.061E-01  2.929E+00     174 A        84 A        61 A   
  40.00 keV   2.129E-01  2.943E+00     184 A        88 A        64 A   
