 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 15, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/32P-isobutane_2.0torr.dat

 Ion = Phosphorus   [15] , Mass = 32 amu

 Density =  6.4690E-06 g/cm3 = 9.3832E+17 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Phosphorus   [15] , Mass = 32 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.036E+00  3.951E+00    3.60 mm   879.67 um   706.47 um  
  11.00 keV   1.087E+00  3.961E+00    3.88 mm   936.15 um   752.32 um  
  12.00 keV   1.135E+00  3.964E+00    4.15 mm   991.43 um   797.17 um  
  13.00 keV   1.182E+00  3.963E+00    4.43 mm     1.05 mm   841.15 um  
  14.00 keV   1.226E+00  3.959E+00    4.70 mm     1.10 mm   884.35 um  
  15.00 keV   1.269E+00  3.951E+00    4.97 mm     1.15 mm   926.87 um  
  16.00 keV   1.311E+00  3.941E+00    5.23 mm     1.20 mm   968.76 um  
  17.00 keV   1.351E+00  3.928E+00    5.50 mm     1.25 mm     1.01 mm  
  18.00 keV   1.390E+00  3.915E+00    5.77 mm     1.30 mm     1.05 mm  
  20.00 keV   1.465E+00  3.883E+00    6.30 mm     1.40 mm     1.13 mm  
  22.50 keV   1.554E+00  3.839E+00    6.95 mm     1.52 mm     1.23 mm  
  25.00 keV   1.638E+00  3.791E+00    7.61 mm     1.64 mm     1.33 mm  
  27.50 keV   1.718E+00  3.741E+00    8.26 mm     1.76 mm     1.42 mm  
  30.00 keV   1.795E+00  3.691E+00    8.91 mm     1.87 mm     1.51 mm  
