 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 31, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/80Br-Cu.dat

 Ion = Bromine      [35] , Mass = 80 amu

 Density =  8.9200E+00 g/cm3 = 8.4531E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Cu     29    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Bromine      [35] , Mass = 80 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   9.745E-02  2.497E+00      43 A        25 A        18 A   
  11.00 keV   1.022E-01  2.566E+00      46 A        26 A        19 A   
  12.00 keV   1.067E-01  2.628E+00      49 A        27 A        20 A   
  13.00 keV   1.111E-01  2.685E+00      51 A        29 A        21 A   
  14.00 keV   1.153E-01  2.738E+00      54 A        30 A        22 A   
  15.00 keV   1.193E-01  2.786E+00      57 A        31 A        22 A   
  16.00 keV   1.233E-01  2.830E+00      59 A        32 A        23 A   
  17.00 keV   1.271E-01  2.872E+00      62 A        33 A        24 A   
  18.00 keV   1.307E-01  2.910E+00      64 A        34 A        25 A   
  20.00 keV   1.378E-01  2.980E+00      69 A        37 A        27 A   
  22.50 keV   1.462E-01  3.055E+00      75 A        39 A        29 A   
  25.00 keV   1.541E-01  3.120E+00      80 A        42 A        31 A   
  27.50 keV   1.616E-01  3.176E+00      86 A        45 A        32 A   
  30.00 keV   1.688E-01  3.226E+00      92 A        47 A        34 A   
  32.50 keV   1.757E-01  3.270E+00      97 A        50 A        36 A   
  35.00 keV   1.823E-01  3.308E+00     103 A        52 A        38 A   
  37.50 keV   1.887E-01  3.343E+00     108 A        54 A        40 A   
  40.00 keV   1.949E-01  3.373E+00     114 A        57 A        41 A   
