 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> June 08, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/100In-Fe.dat

 Ion = Indium       [49] , Mass = 100 amu

 Density =  7.8658E+00 g/cm3 = 8.4817E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Fe     26    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Indium       [49] , Mass = 100 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.293E-01  3.451E+00      42 A        21 A        15 A   
  11.00 keV   1.356E-01  3.561E+00      45 A        22 A        16 A   
  12.00 keV   1.417E-01  3.661E+00      47 A        23 A        17 A   
  13.00 keV   1.475E-01  3.754E+00      49 A        24 A        18 A   
  14.00 keV   1.530E-01  3.840E+00      51 A        25 A        18 A   
  15.00 keV   1.584E-01  3.920E+00      54 A        26 A        19 A   
  16.00 keV   1.636E-01  3.994E+00      56 A        27 A        20 A   
  17.00 keV   1.686E-01  4.064E+00      58 A        28 A        20 A   
  18.00 keV   1.735E-01  4.130E+00      60 A        29 A        21 A   
  20.00 keV   1.829E-01  4.250E+00      64 A        30 A        22 A   
  22.50 keV   1.940E-01  4.383E+00      69 A        32 A        24 A   
  25.00 keV   2.045E-01  4.500E+00      74 A        34 A        25 A   
  27.50 keV   2.145E-01  4.604E+00      79 A        36 A        27 A   
  30.00 keV   2.240E-01  4.697E+00      84 A        38 A        28 A   
  32.50 keV   2.332E-01  4.781E+00      89 A        40 A        29 A   
  35.00 keV   2.420E-01  4.856E+00      93 A        41 A        31 A   
  37.50 keV   2.504E-01  4.926E+00      98 A        43 A        32 A   
  40.00 keV   2.587E-01  4.989E+00     102 A        45 A        33 A   
