 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 14, 2018 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/21Na-isobutane_10.5torr.dat

 Ion = Sodium       [11] , Mass = 21 amu

 Density =  3.3962E-05 g/cm3 = 4.9262E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Sodium       [11] , Mass = 21 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.183E-01  2.731E+00  844.19 um   233.41 um   178.68 um  
  11.00 keV   8.582E-01  2.707E+00  916.95 um   250.41 um   191.52 um  
  12.00 keV   8.964E-01  2.681E+00  989.65 um   267.14 um   204.18 um  
  13.00 keV   9.330E-01  2.654E+00    1.06 mm   283.62 um   216.68 um  
  14.00 keV   9.682E-01  2.626E+00    1.14 mm   299.87 um   229.04 um  
  15.00 keV   1.002E+00  2.598E+00    1.21 mm   315.91 um   241.28 um  
  16.00 keV   1.035E+00  2.570E+00    1.28 mm   331.75 um   253.41 um  
  17.00 keV   1.067E+00  2.542E+00    1.35 mm   347.40 um   265.43 um  
  18.00 keV   1.098E+00  2.514E+00    1.43 mm   362.86 um   277.37 um  
  20.00 keV   1.157E+00  2.459E+00    1.57 mm   393.46 um   301.03 um  
  22.50 keV   1.227E+00  2.392E+00    1.76 mm   430.87 um   330.24 um  
  25.00 keV   1.294E+00  2.329E+00    1.94 mm   467.30 um   359.08 um  
  27.50 keV   1.357E+00  2.269E+00    2.12 mm   502.82 um   387.60 um  
  30.00 keV   1.417E+00  2.211E+00    2.31 mm   537.48 um   415.82 um  
  32.50 keV   1.475E+00  2.157E+00    2.49 mm   571.32 um   443.79 um  
