 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/65Cu-V.dat

 Ion = Copper       [29] , Mass = 65 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Copper       [29] , Mass = 65 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.218E-01  2.443E+00      64 A        35 A        25 A   
  11.00 keV   1.277E-01  2.499E+00      68 A        37 A        27 A   
  12.00 keV   1.334E-01  2.550E+00      73 A        39 A        28 A   
  13.00 keV   1.389E-01  2.595E+00      77 A        40 A        29 A   
  14.00 keV   1.441E-01  2.636E+00      81 A        42 A        31 A   
  15.00 keV   1.492E-01  2.673E+00      85 A        44 A        32 A   
  16.00 keV   1.540E-01  2.707E+00      89 A        46 A        33 A   
  17.00 keV   1.588E-01  2.738E+00      93 A        48 A        35 A   
  18.00 keV   1.634E-01  2.767E+00      97 A        49 A        36 A   
  20.00 keV   1.722E-01  2.818E+00     104 A        53 A        39 A   
  22.50 keV   1.827E-01  2.871E+00     114 A        57 A        42 A   
  25.00 keV   1.926E-01  2.915E+00     123 A        61 A        45 A   
  27.50 keV   2.020E-01  2.952E+00     133 A        65 A        47 A   
  30.00 keV   2.109E-01  2.983E+00     142 A        69 A        50 A   
  32.50 keV   2.195E-01  3.009E+00     151 A        73 A        53 A   
  35.00 keV   2.278E-01  3.031E+00     160 A        77 A        56 A   
  37.50 keV   2.358E-01  3.050E+00     169 A        81 A        59 A   
  40.00 keV   2.436E-01  3.065E+00     178 A        85 A        61 A   
