 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> December 05, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/22Ne-isobutane_20.0torr.dat

 Ion = Neon         [10] , Mass = 22 amu

 Density =  6.4690E-05 g/cm3 = 9.3832E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Neon         [10] , Mass = 22 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.090E-01  2.524E+00  472.96 um   126.55 um    97.33 um  
  11.00 keV   8.485E-01  2.498E+00  513.95 um   135.77 um   104.36 um  
  12.00 keV   8.862E-01  2.471E+00  554.92 um   144.84 um   111.28 um  
  13.00 keV   9.224E-01  2.444E+00  595.89 um   153.77 um   118.12 um  
  14.00 keV   9.572E-01  2.416E+00  636.87 um   162.57 um   124.89 um  
  15.00 keV   9.908E-01  2.387E+00  677.88 um   171.24 um   131.58 um  
  16.00 keV   1.023E+00  2.359E+00  718.92 um   179.80 um   138.22 um  
  17.00 keV   1.055E+00  2.331E+00  760.00 um   188.25 um   144.80 um  
  18.00 keV   1.085E+00  2.304E+00  801.12 um   196.59 um   151.33 um  
  20.00 keV   1.144E+00  2.250E+00  883.51 um   213.08 um   164.27 um  
  22.50 keV   1.213E+00  2.185E+00  986.73 um   233.22 um   180.23 um  
  25.00 keV   1.279E+00  2.124E+00    1.09 mm   252.78 um   195.99 um  
  27.50 keV   1.341E+00  2.066E+00    1.19 mm   271.80 um   211.55 um  
  30.00 keV   1.401E+00  2.012E+00    1.30 mm   290.33 um   226.94 um  
  32.50 keV   1.458E+00  1.960E+00    1.40 mm   308.38 um   242.17 um  
