 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> June 10, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/6Li-Si.dat

 Ion = Lithium      [3] , Mass = 6 amu

 Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Lithium      [3] , Mass = 6 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   2.933E-01  1.106E-01     682 A       412 A       327 A   
  11.00 keV   3.076E-01  1.068E-01     748 A       439 A       351 A   
  12.00 keV   3.213E-01  1.034E-01     814 A       465 A       375 A   
  13.00 keV   3.351E-01  1.001E-01     879 A       490 A       397 A   
  14.00 keV   3.484E-01  9.714E-02     944 A       514 A       420 A   
  15.00 keV   3.611E-01  9.435E-02    1008 A       537 A       441 A   
  16.00 keV   3.731E-01  9.174E-02    1072 A       560 A       462 A   
  17.00 keV   3.846E-01  8.930E-02    1136 A       581 A       482 A   
  18.00 keV   3.955E-01  8.701E-02    1199 A       601 A       502 A   
  20.00 keV   4.156E-01  8.281E-02    1324 A       640 A       540 A   
  22.50 keV   4.377E-01  7.819E-02    1479 A       685 A       586 A   
  25.00 keV   4.571E-01  7.414E-02    1632 A       727 A       629 A   
  27.50 keV   4.752E-01  7.056E-02    1784 A       766 A       670 A   
  30.00 keV   4.933E-01  6.735E-02    1934 A       803 A       709 A   
  32.50 keV   5.121E-01  6.448E-02    2082 A       838 A       747 A   
  35.00 keV   5.317E-01  6.187E-02    2228 A       870 A       783 A   
  37.50 keV   5.518E-01  5.950E-02    2371 A       900 A       817 A   
  40.00 keV   5.720E-01  5.733E-02    2511 A       929 A       850 A   
