 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/57Fe-V.dat

 Ion = Iron         [26] , Mass = 57 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Iron         [26] , Mass = 57 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.857E-01  2.186E+00      66 A        37 A        27 A   
  11.00 keV   1.947E-01  2.232E+00      70 A        39 A        28 A   
  12.00 keV   2.034E-01  2.273E+00      75 A        41 A        30 A   
  13.00 keV   2.117E-01  2.309E+00      79 A        43 A        31 A   
  14.00 keV   2.197E-01  2.342E+00      84 A        45 A        33 A   
  15.00 keV   2.274E-01  2.371E+00      88 A        47 A        34 A   
  16.00 keV   2.349E-01  2.398E+00      92 A        49 A        36 A   
  17.00 keV   2.421E-01  2.422E+00      96 A        51 A        37 A   
  18.00 keV   2.491E-01  2.444E+00     101 A        53 A        39 A   
  20.00 keV   2.626E-01  2.483E+00     109 A        57 A        41 A   
  22.50 keV   2.785E-01  2.523E+00     119 A        61 A        45 A   
  25.00 keV   2.936E-01  2.555E+00     129 A        66 A        48 A   
  27.50 keV   3.079E-01  2.581E+00     139 A        70 A        51 A   
  30.00 keV   3.216E-01  2.602E+00     149 A        75 A        54 A   
  32.50 keV   3.347E-01  2.619E+00     159 A        79 A        57 A   
  35.00 keV   3.474E-01  2.633E+00     169 A        84 A        60 A   
  37.50 keV   3.596E-01  2.644E+00     179 A        88 A        63 A   
  40.00 keV   3.714E-01  2.653E+00     188 A        92 A        66 A   
