 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> June 14, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/80Sr-isobutane_5.0torr.dat

 Ion = Strontium    [38] , Mass = 80 amu

 Density =  1.6172E-05 g/cm3 = 2.3458E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Strontium    [38] , Mass = 80 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.477E-01  7.410E+00    1.17 mm   234.16 um   185.95 um  
  11.00 keV   7.842E-01  7.594E+00    1.24 mm   245.42 um   195.92 um  
  12.00 keV   8.191E-01  7.758E+00    1.31 mm   256.28 um   205.59 um  
  13.00 keV   8.525E-01  7.908E+00    1.37 mm   266.81 um   214.99 um  
  14.00 keV   8.847E-01  8.044E+00    1.44 mm   277.04 um   224.16 um  
  15.00 keV   9.157E-01  8.168E+00    1.50 mm   287.00 um   233.11 um  
  16.00 keV   9.458E-01  8.282E+00    1.57 mm   296.74 um   241.87 um  
  17.00 keV   9.749E-01  8.387E+00    1.63 mm   306.26 um   250.46 um  
  18.00 keV   1.003E+00  8.485E+00    1.69 mm   315.59 um   258.89 um  
  20.00 keV   1.057E+00  8.658E+00    1.81 mm   333.93 um   275.33 um  
  22.50 keV   1.122E+00  8.844E+00    1.96 mm   356.11 um   295.21 um  
  25.00 keV   1.182E+00  9.000E+00    2.10 mm   377.50 um   314.44 um  
  27.50 keV   1.240E+00  9.133E+00    2.24 mm   398.22 um   333.12 um  
  30.00 keV   1.295E+00  9.248E+00    2.38 mm   418.37 um   351.32 um  
