 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 14, 2018 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/20Ne-isobutane_11.5torr.dat

 Ion = Neon         [10] , Mass = 20 amu

 Density =  3.7197E-05 g/cm3 = 5.3953E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Neon         [10] , Mass = 20 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.485E-01  2.451E+00  818.49 um   225.95 um   172.33 um  
  11.00 keV   8.899E-01  2.423E+00  890.07 um   242.53 um   184.86 um  
  12.00 keV   9.294E-01  2.394E+00  961.63 um   258.83 um   197.23 um  
  13.00 keV   9.674E-01  2.364E+00    1.03 mm   274.86 um   209.43 um  
  14.00 keV   1.004E+00  2.335E+00    1.10 mm   290.65 um   221.51 um  
  15.00 keV   1.039E+00  2.305E+00    1.18 mm   306.21 um   233.46 um  
  16.00 keV   1.073E+00  2.276E+00    1.25 mm   321.56 um   245.31 um  
  17.00 keV   1.106E+00  2.247E+00    1.32 mm   336.69 um   257.07 um  
  18.00 keV   1.138E+00  2.218E+00    1.39 mm   351.63 um   268.73 um  
  20.00 keV   1.200E+00  2.163E+00    1.54 mm   381.12 um   291.85 um  
  22.50 keV   1.273E+00  2.098E+00    1.72 mm   417.05 um   320.36 um  
  25.00 keV   1.341E+00  2.036E+00    1.90 mm   451.89 um   348.48 um  
  27.50 keV   1.407E+00  1.977E+00    2.08 mm   485.72 um   376.25 um  
  30.00 keV   1.469E+00  1.923E+00    2.26 mm   518.59 um   403.70 um  
  32.50 keV   1.529E+00  1.871E+00    2.44 mm   550.57 um   430.84 um  
