 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 31, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/84Y-Cu.dat

 Ion = Yttrium      [39] , Mass = 84 amu

 Density =  8.9200E+00 g/cm3 = 8.4531E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Cu     29    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Yttrium      [39] , Mass = 84 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.089E-01  2.686E+00      42 A        23 A        17 A   
  11.00 keV   1.142E-01  2.763E+00      44 A        25 A        18 A   
  12.00 keV   1.193E-01  2.834E+00      47 A        26 A        19 A   
  13.00 keV   1.242E-01  2.899E+00      49 A        27 A        20 A   
  14.00 keV   1.289E-01  2.958E+00      51 A        28 A        20 A   
  15.00 keV   1.334E-01  3.014E+00      54 A        29 A        21 A   
  16.00 keV   1.378E-01  3.065E+00      56 A        30 A        22 A   
  17.00 keV   1.420E-01  3.112E+00      58 A        31 A        23 A   
  18.00 keV   1.461E-01  3.157E+00      61 A        32 A        24 A   
  20.00 keV   1.540E-01  3.238E+00      65 A        34 A        25 A   
  22.50 keV   1.634E-01  3.326E+00      71 A        37 A        27 A   
  25.00 keV   1.722E-01  3.403E+00      76 A        39 A        29 A   
  27.50 keV   1.806E-01  3.470E+00      81 A        42 A        30 A   
  30.00 keV   1.886E-01  3.529E+00      86 A        44 A        32 A   
  32.50 keV   1.963E-01  3.582E+00      92 A        46 A        34 A   
  35.00 keV   2.038E-01  3.629E+00      97 A        48 A        35 A   
  37.50 keV   2.109E-01  3.671E+00     102 A        51 A        37 A   
  40.00 keV   2.178E-01  3.709E+00     107 A        53 A        38 A   
