 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> December 14, 2018 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/84Kr-isobutane_17.0torr.dat

 Ion = Krypton      [36] , Mass = 84 amu

 Density =  5.4986E-05 g/cm3 = 7.9757E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Krypton      [36] , Mass = 84 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.107E+00  7.139E+00  344.54 um    65.92 um    52.47 um  
  11.00 keV   1.161E+00  7.314E+00  364.85 um    69.06 um    55.27 um  
  12.00 keV   1.213E+00  7.472E+00  384.66 um    72.08 um    57.99 um  
  13.00 keV   1.262E+00  7.615E+00  404.04 um    75.00 um    60.62 um  
  14.00 keV   1.310E+00  7.744E+00  423.03 um    77.84 um    63.19 um  
  15.00 keV   1.356E+00  7.863E+00  441.69 um    80.60 um    65.69 um  
  16.00 keV   1.400E+00  7.972E+00  460.04 um    83.29 um    68.13 um  
  17.00 keV   1.443E+00  8.072E+00  478.12 um    85.92 um    70.53 um  
  18.00 keV   1.485E+00  8.165E+00  495.95 um    88.50 um    72.88 um  
  20.00 keV   1.566E+00  8.330E+00  530.94 um    93.56 um    77.46 um  
  22.50 keV   1.661E+00  8.506E+00  573.60 um    99.66 um    82.97 um  
  25.00 keV   1.750E+00  8.655E+00  615.27 um   105.53 um    88.30 um  
  27.50 keV   1.836E+00  8.781E+00  656.10 um   111.19 um    93.46 um  
  30.00 keV   1.917E+00  8.889E+00  696.20 um   116.69 um    98.49 um  
  32.50 keV   1.996E+00  8.982E+00  735.68 um   122.04 um   103.38 um  
