 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 14, 2018 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/21Na-isobutane_11.5torr.dat

 Ion = Sodium       [11] , Mass = 21 amu

 Density =  3.7197E-05 g/cm3 = 5.3953E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Sodium       [11] , Mass = 21 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.183E-01  2.731E+00  770.78 um   213.12 um   163.14 um  
  11.00 keV   8.582E-01  2.707E+00  837.21 um   228.64 um   174.87 um  
  12.00 keV   8.964E-01  2.681E+00  903.60 um   243.91 um   186.43 um  
  13.00 keV   9.330E-01  2.654E+00  969.98 um   258.96 um   197.84 um  
  14.00 keV   9.682E-01  2.626E+00    1.04 mm   273.80 um   209.13 um  
  15.00 keV   1.002E+00  2.598E+00    1.10 mm   288.44 um   220.30 um  
  16.00 keV   1.035E+00  2.570E+00    1.17 mm   302.90 um   231.37 um  
  17.00 keV   1.067E+00  2.542E+00    1.24 mm   317.19 um   242.35 um  
  18.00 keV   1.098E+00  2.514E+00    1.30 mm   331.31 um   253.25 um  
  20.00 keV   1.157E+00  2.459E+00    1.44 mm   359.25 um   274.86 um  
  22.50 keV   1.227E+00  2.392E+00    1.60 mm   393.41 um   301.52 um  
  25.00 keV   1.294E+00  2.329E+00    1.77 mm   426.67 um   327.85 um  
  27.50 keV   1.357E+00  2.269E+00    1.94 mm   459.10 um   353.89 um  
  30.00 keV   1.417E+00  2.211E+00    2.11 mm   490.74 um   379.67 um  
  32.50 keV   1.475E+00  2.157E+00    2.28 mm   521.64 um   405.20 um  
