 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/69Ga-V.dat

 Ion = Gallium      [31] , Mass = 69 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Gallium      [31] , Mass = 69 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.881E-01  2.588E+00      62 A        32 A        24 A   
  11.00 keV   1.973E-01  2.650E+00      66 A        34 A        25 A   
  12.00 keV   2.060E-01  2.706E+00      70 A        36 A        26 A   
  13.00 keV   2.145E-01  2.757E+00      73 A        38 A        28 A   
  14.00 keV   2.225E-01  2.803E+00      77 A        39 A        29 A   
  15.00 keV   2.304E-01  2.845E+00      81 A        41 A        30 A   
  16.00 keV   2.379E-01  2.883E+00      85 A        43 A        31 A   
  17.00 keV   2.452E-01  2.919E+00      88 A        44 A        32 A   
  18.00 keV   2.523E-01  2.951E+00      92 A        46 A        34 A   
  20.00 keV   2.660E-01  3.009E+00      99 A        49 A        36 A   
  22.50 keV   2.821E-01  3.071E+00     108 A        53 A        39 A   
  25.00 keV   2.974E-01  3.123E+00     117 A        56 A        41 A   
  27.50 keV   3.119E-01  3.166E+00     125 A        60 A        44 A   
  30.00 keV   3.258E-01  3.204E+00     134 A        63 A        46 A   
  32.50 keV   3.391E-01  3.236E+00     142 A        67 A        49 A   
  35.00 keV   3.519E-01  3.263E+00     151 A        70 A        51 A   
  37.50 keV   3.642E-01  3.286E+00     159 A        74 A        54 A   
  40.00 keV   3.762E-01  3.306E+00     167 A        77 A        56 A   
