 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/68Ga-V.dat

 Ion = Gallium      [31] , Mass = 68 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Gallium      [31] , Mass = 68 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.895E-01  2.577E+00      62 A        32 A        24 A   
  11.00 keV   1.987E-01  2.639E+00      66 A        34 A        25 A   
  12.00 keV   2.075E-01  2.695E+00      69 A        36 A        26 A   
  13.00 keV   2.160E-01  2.745E+00      73 A        38 A        28 A   
  14.00 keV   2.242E-01  2.791E+00      77 A        39 A        29 A   
  15.00 keV   2.320E-01  2.832E+00      81 A        41 A        30 A   
  16.00 keV   2.397E-01  2.870E+00      85 A        43 A        31 A   
  17.00 keV   2.470E-01  2.905E+00      88 A        44 A        33 A   
  18.00 keV   2.542E-01  2.938E+00      92 A        46 A        34 A   
  20.00 keV   2.679E-01  2.995E+00      99 A        49 A        36 A   
  22.50 keV   2.842E-01  3.056E+00     108 A        53 A        39 A   
  25.00 keV   2.996E-01  3.107E+00     117 A        57 A        41 A   
  27.50 keV   3.142E-01  3.150E+00     125 A        60 A        44 A   
  30.00 keV   3.282E-01  3.187E+00     134 A        64 A        47 A   
  32.50 keV   3.416E-01  3.219E+00     142 A        67 A        49 A   
  35.00 keV   3.545E-01  3.246E+00     151 A        71 A        52 A   
  37.50 keV   3.669E-01  3.269E+00     159 A        74 A        54 A   
  40.00 keV   3.789E-01  3.288E+00     167 A        77 A        57 A   
