 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 18, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/65Ni-V.dat

 Ion = Nickel       [28] , Mass = 65 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Nickel       [28] , Mass = 65 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.048E-01  2.391E+00      66 A        35 A        26 A   
  11.00 keV   1.099E-01  2.445E+00      70 A        37 A        27 A   
  12.00 keV   1.148E-01  2.494E+00      74 A        39 A        29 A   
  13.00 keV   1.195E-01  2.537E+00      78 A        41 A        30 A   
  14.00 keV   1.240E-01  2.576E+00      83 A        43 A        31 A   
  15.00 keV   1.283E-01  2.612E+00      87 A        45 A        33 A   
  16.00 keV   1.325E-01  2.644E+00      91 A        47 A        34 A   
  17.00 keV   1.366E-01  2.674E+00      95 A        49 A        36 A   
  18.00 keV   1.406E-01  2.701E+00      99 A        51 A        37 A   
  20.00 keV   1.482E-01  2.749E+00     107 A        54 A        39 A   
  22.50 keV   1.572E-01  2.800E+00     117 A        58 A        43 A   
  25.00 keV   1.657E-01  2.841E+00     127 A        63 A        46 A   
  27.50 keV   1.738E-01  2.876E+00     136 A        67 A        49 A   
  30.00 keV   1.815E-01  2.905E+00     146 A        71 A        52 A   
  32.50 keV   1.889E-01  2.929E+00     155 A        75 A        54 A   
  35.00 keV   1.960E-01  2.949E+00     165 A        79 A        57 A   
  37.50 keV   2.029E-01  2.966E+00     174 A        83 A        60 A   
  40.00 keV   2.096E-01  2.980E+00     184 A        87 A        63 A   
