 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/62Cu-V.dat

 Ion = Copper       [29] , Mass = 62 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Copper       [29] , Mass = 62 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.247E-01  2.408E+00      64 A        35 A        25 A   
  11.00 keV   1.308E-01  2.462E+00      68 A        37 A        27 A   
  12.00 keV   1.366E-01  2.511E+00      72 A        39 A        28 A   
  13.00 keV   1.422E-01  2.555E+00      76 A        41 A        30 A   
  14.00 keV   1.475E-01  2.595E+00      80 A        43 A        31 A   
  15.00 keV   1.527E-01  2.631E+00      84 A        45 A        33 A   
  16.00 keV   1.577E-01  2.664E+00      88 A        47 A        34 A   
  17.00 keV   1.626E-01  2.694E+00      92 A        48 A        35 A   
  18.00 keV   1.673E-01  2.722E+00      96 A        50 A        36 A   
  20.00 keV   1.763E-01  2.771E+00     104 A        54 A        39 A   
  22.50 keV   1.870E-01  2.822E+00     114 A        58 A        42 A   
  25.00 keV   1.972E-01  2.864E+00     123 A        62 A        45 A   
  27.50 keV   2.068E-01  2.900E+00     132 A        66 A        48 A   
  30.00 keV   2.160E-01  2.930E+00     142 A        70 A        51 A   
  32.50 keV   2.248E-01  2.954E+00     151 A        74 A        54 A   
  35.00 keV   2.333E-01  2.975E+00     160 A        78 A        57 A   
  37.50 keV   2.415E-01  2.993E+00     169 A        82 A        59 A   
  40.00 keV   2.494E-01  3.007E+00     178 A        86 A        62 A   
