 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> December 14, 2018 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/85Rb-isobutane_2.0torr.dat

 Ion = Rubidium     [37] , Mass = 85 amu

 Density =  6.4690E-06 g/cm3 = 9.3832E+17 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Rubidium     [37] , Mass = 85 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.018E-01  7.236E+00    3.03 mm   591.10 um   469.23 um  
  11.00 keV   7.361E-01  7.416E+00    3.21 mm   619.38 um   494.37 um  
  12.00 keV   7.688E-01  7.579E+00    3.38 mm   646.67 um   518.73 um  
  13.00 keV   8.002E-01  7.726E+00    3.55 mm   673.10 um   542.42 um  
  14.00 keV   8.304E-01  7.860E+00    3.72 mm   698.78 um   565.51 um  
  15.00 keV   8.595E-01  7.983E+00    3.89 mm   723.79 um   588.06 um  
  16.00 keV   8.877E-01  8.096E+00    4.05 mm   748.21 um   610.13 um  
  17.00 keV   9.150E-01  8.200E+00    4.21 mm   772.09 um   631.77 um  
  18.00 keV   9.416E-01  8.297E+00    4.37 mm   795.50 um   653.00 um  
  20.00 keV   9.925E-01  8.469E+00    4.68 mm   841.51 um   694.42 um  
  22.50 keV   1.053E+00  8.653E+00    5.05 mm   897.17 um   744.48 um  
  25.00 keV   1.110E+00  8.809E+00    5.42 mm   950.80 um   792.91 um  
  27.50 keV   1.164E+00  8.942E+00    5.79 mm     1.00 mm   839.96 um  
  30.00 keV   1.216E+00  9.056E+00    6.15 mm     1.05 mm   885.81 um  
