 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> December 11, 2018 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/80Kr-isobutane_2.0torr.dat

 Ion = Krypton      [36] , Mass = 80 amu

 Density =  6.4690E-06 g/cm3 = 9.3832E+17 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Krypton      [36] , Mass = 80 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.134E+00  7.190E+00    2.88 mm   560.20 um   446.67 um  
  11.00 keV   1.190E+00  7.363E+00    3.05 mm   587.04 um   470.61 um  
  12.00 keV   1.243E+00  7.519E+00    3.21 mm   612.93 um   493.79 um  
  13.00 keV   1.293E+00  7.660E+00    3.38 mm   637.97 um   516.30 um  
  14.00 keV   1.342E+00  7.787E+00    3.54 mm   662.29 um   538.23 um  
  15.00 keV   1.389E+00  7.904E+00    3.69 mm   685.95 um   559.62 um  
  16.00 keV   1.435E+00  8.011E+00    3.85 mm   709.04 um   580.55 um  
  17.00 keV   1.479E+00  8.109E+00    4.00 mm   731.60 um   601.04 um  
  18.00 keV   1.522E+00  8.200E+00    4.15 mm   753.69 um   621.14 um  
  20.00 keV   1.604E+00  8.362E+00    4.44 mm   797.08 um   660.29 um  
  22.50 keV   1.702E+00  8.533E+00    4.80 mm   849.46 um   707.51 um  
  25.00 keV   1.794E+00  8.678E+00    5.15 mm   899.84 um   753.11 um  
  27.50 keV   1.881E+00  8.800E+00    5.50 mm   948.53 um   797.32 um  
  30.00 keV   1.965E+00  8.904E+00    5.84 mm   995.78 um   840.33 um  
