 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 15, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/32P-mylar.dat

 Ion = Phosphorus   [15] , Mass = 32 amu

 Density =  1.3970E+00 g/cm3 = 9.6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    045.45    062.50   
      H      1    036.36    004.20   
      O      8    018.18    033.30   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Phosphorus   [15] , Mass = 32 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   6.578E-01  3.045E+00     207 A        63 A        49 A   
  11.00 keV   6.899E-01  3.051E+00     224 A        67 A        52 A   
  12.00 keV   7.206E-01  3.053E+00     240 A        72 A        56 A   
  13.00 keV   7.500E-01  3.051E+00     256 A        76 A        59 A   
  14.00 keV   7.783E-01  3.046E+00     272 A        80 A        62 A   
  15.00 keV   8.056E-01  3.039E+00     288 A        84 A        65 A   
  16.00 keV   8.321E-01  3.030E+00     304 A        88 A        68 A   
  17.00 keV   8.577E-01  3.020E+00     320 A        92 A        71 A   
  18.00 keV   8.825E-01  3.008E+00     336 A        96 A        74 A   
  20.00 keV   9.303E-01  2.982E+00     368 A       103 A        80 A   
  22.50 keV   9.867E-01  2.946E+00     408 A       113 A        87 A   
  25.00 keV   1.040E+00  2.908E+00     448 A       122 A        95 A   
  27.50 keV   1.091E+00  2.868E+00     488 A       131 A       102 A   
  30.00 keV   1.139E+00  2.828E+00     528 A       140 A       109 A   
  32.50 keV   1.186E+00  2.788E+00     568 A       149 A       115 A   
  35.00 keV   1.231E+00  2.748E+00     608 A       158 A       122 A   
  37.50 keV   1.274E+00  2.708E+00     648 A       166 A       129 A   
