 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 31, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/79Rb-Cu.dat

 Ion = Rubidium     [37] , Mass = 79 amu

 Density =  8.9200E+00 g/cm3 = 8.4531E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Cu     29    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Rubidium     [37] , Mass = 79 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.022E-01  2.567E+00      42 A        24 A        18 A   
  11.00 keV   1.072E-01  2.639E+00      45 A        25 A        18 A   
  12.00 keV   1.119E-01  2.704E+00      47 A        27 A        19 A   
  13.00 keV   1.165E-01  2.764E+00      50 A        28 A        20 A   
  14.00 keV   1.209E-01  2.819E+00      52 A        29 A        21 A   
  15.00 keV   1.251E-01  2.869E+00      55 A        30 A        22 A   
  16.00 keV   1.292E-01  2.916E+00      57 A        31 A        23 A   
  17.00 keV   1.332E-01  2.960E+00      60 A        33 A        24 A   
  18.00 keV   1.371E-01  3.000E+00      62 A        34 A        24 A   
  20.00 keV   1.445E-01  3.074E+00      67 A        36 A        26 A   
  22.50 keV   1.533E-01  3.154E+00      72 A        38 A        28 A   
  25.00 keV   1.616E-01  3.223E+00      78 A        41 A        30 A   
  27.50 keV   1.694E-01  3.284E+00      83 A        44 A        32 A   
  30.00 keV   1.770E-01  3.337E+00      89 A        46 A        34 A   
  32.50 keV   1.842E-01  3.384E+00      94 A        48 A        35 A   
  35.00 keV   1.912E-01  3.425E+00      99 A        51 A        37 A   
  37.50 keV   1.979E-01  3.462E+00     105 A        53 A        39 A   
  40.00 keV   2.044E-01  3.496E+00     110 A        55 A        40 A   
