 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 15, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/31P-isobutane_2.0torr.dat

 Ion = Phosphorus   [15] , Mass = 31 amu

 Density =  6.4690E-06 g/cm3 = 9.3832E+17 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Phosphorus   [15] , Mass = 31 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
   2.25 MeV   1.396E+01  3.800E-01  367.04 mm    19.64 mm    23.71 mm  
   2.50 MeV   1.483E+01  3.508E-01  393.11 mm    20.26 mm    24.49 mm  
   2.75 MeV   1.568E+01  3.262E-01  417.78 mm    20.80 mm    25.17 mm  
   3.00 MeV   1.651E+01  3.051E-01  441.24 mm    21.27 mm    25.77 mm  
   3.25 MeV   1.732E+01  2.868E-01  463.61 mm    21.69 mm    26.31 mm  
   3.50 MeV   1.811E+01  2.708E-01  485.02 mm    22.06 mm    26.80 mm  
   3.75 MeV   1.888E+01  2.566E-01  505.56 mm    22.39 mm    27.25 mm  
   4.00 MeV   1.963E+01  2.439E-01  525.32 mm    22.69 mm    27.65 mm  
   4.50 MeV   2.104E+01  2.223E-01  562.81 mm    23.52 mm    28.37 mm  
   5.00 MeV   2.234E+01  2.045E-01  598.01 mm    24.22 mm    28.99 mm  
   5.50 MeV   2.354E+01  1.896E-01  631.36 mm    24.82 mm    29.52 mm  
   6.00 MeV   2.462E+01  1.768E-01  663.15 mm    25.35 mm    30.00 mm  
   6.50 MeV   2.560E+01  1.658E-01  693.67 mm    25.83 mm    30.42 mm  
   7.00 MeV   2.649E+01  1.562E-01  723.12 mm    26.26 mm    30.81 mm  
   8.00 MeV   2.799E+01  1.402E-01  779.48 mm    27.61 mm    31.48 mm  
   9.00 MeV   2.920E+01  1.274E-01  833.23 mm    28.77 mm    32.06 mm  
  10.00 MeV   3.015E+01  1.168E-01  885.06 mm    29.80 mm    32.57 mm  
  11.00 MeV   3.090E+01  1.080E-01  935.47 mm    30.74 mm    33.03 mm  
  12.00 MeV   3.148E+01  1.006E-01  984.83 mm    31.61 mm    33.45 mm  
  13.00 MeV   3.193E+01  9.411E-02    1.03 m     32.43 mm    33.83 mm  
  14.00 MeV   3.227E+01  8.850E-02    1.08 m     33.21 mm    34.19 mm  
  15.00 MeV   3.252E+01  8.357E-02    1.13 m     33.95 mm    34.53 mm  
  16.00 MeV   3.269E+01  7.919E-02    1.18 m     34.66 mm    34.85 mm  
  17.00 MeV   3.281E+01  7.528E-02    1.22 m     35.35 mm    35.15 mm  
  18.00 MeV   3.288E+01  7.177E-02    1.27 m     36.03 mm    35.44 mm  
  20.00 MeV   3.289E+01  6.569E-02    1.36 m     38.49 mm    35.99 mm  
  22.50 MeV   3.274E+01  5.949E-02    1.48 m     42.03 mm    36.64 mm  
  25.00 MeV   3.246E+01  5.443E-02    1.60 m     45.34 mm    37.24 mm  
  27.50 MeV   3.209E+01  5.021E-02    1.72 m     48.47 mm    37.83 mm  
  30.00 MeV   3.165E+01  4.663E-02    1.84 m     51.49 mm    38.39 mm  
  32.50 MeV   3.116E+01  4.356E-02    1.96 m     54.42 mm    38.94 mm  
  35.00 MeV   3.065E+01  4.089E-02    2.09 m     57.29 mm    39.48 mm  
  37.50 MeV   3.011E+01  3.855E-02    2.22 m     60.11 mm    40.02 mm  
  40.00 MeV   2.957E+01  3.648E-02    2.34 m     62.90 mm    40.55 mm  
  45.00 MeV   2.849E+01  3.297E-02    2.61 m     73.41 mm    41.62 mm  
  50.00 MeV   2.743E+01  3.012E-02    2.89 m     83.27 mm    42.69 mm  
  55.00 MeV   2.642E+01  2.774E-02    3.17 m     92.73 mm    43.79 mm  
  60.00 MeV   2.546E+01  2.573E-02    3.47 m    101.95 mm    44.92 mm  
  65.00 MeV   2.464E+01  2.401E-02    3.78 m    110.98 mm    46.07 mm  
  70.00 MeV   2.378E+01  2.252E-02    4.10 m    119.90 mm    47.26 mm  
  80.00 MeV   2.218E+01  2.005E-02    4.77 m    153.24 mm    49.76 mm  
  90.00 MeV   2.096E+01  1.810E-02    5.49 m    183.89 mm    52.43 mm  
 100.00 MeV   1.988E+01  1.651E-02    6.25 m    212.93 mm    55.26 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  6.4688E-05                eV/Angstrom 
  6.4688E-04                keV/micron   
  6.4688E-04                MeV/mm       
  1.0000E+00                keV/(ug/cm2) 
  1.0000E+00                MeV/(mg/cm2) 
  1.0000E+03                keV/(mg/cm2) 
  6.8940E+00                 eV/(1E15 atoms/cm2)
  7.1231E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2006 by J.P. Biersack and J.F. Ziegler
