 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> December 05, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/22Ne-isobutane_40.0torr.dat

 Ion = Neon         [10] , Mass = 22 amu

 Density =  1.2938E-04 g/cm3 = 1.8766E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Neon         [10] , Mass = 22 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.090E-01  2.524E+00  236.48 um    63.28 um    48.67 um  
  11.00 keV   8.485E-01  2.498E+00  256.98 um    67.89 um    52.18 um  
  12.00 keV   8.862E-01  2.471E+00  277.46 um    72.42 um    55.64 um  
  13.00 keV   9.224E-01  2.444E+00  297.94 um    76.89 um    59.06 um  
  14.00 keV   9.572E-01  2.416E+00  318.44 um    81.28 um    62.44 um  
  15.00 keV   9.908E-01  2.387E+00  338.94 um    85.62 um    65.79 um  
  16.00 keV   1.023E+00  2.359E+00  359.46 um    89.90 um    69.11 um  
  17.00 keV   1.055E+00  2.331E+00  380.00 um    94.12 um    72.40 um  
  18.00 keV   1.085E+00  2.304E+00  400.56 um    98.29 um    75.66 um  
  20.00 keV   1.144E+00  2.250E+00  441.75 um   106.54 um    82.13 um  
  22.50 keV   1.213E+00  2.185E+00  493.37 um   116.61 um    90.12 um  
  25.00 keV   1.279E+00  2.124E+00  545.10 um   126.39 um    97.99 um  
  27.50 keV   1.341E+00  2.066E+00  596.93 um   135.90 um   105.77 um  
  30.00 keV   1.401E+00  2.012E+00  648.84 um   145.16 um   113.47 um  
  32.50 keV   1.458E+00  1.960E+00  700.81 um   154.19 um   121.09 um  
