 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> December 09, 2018 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/63Rb-isobutane_2.0torr.dat

 Ion = Rubidium     [37] , Mass = 63 amu

 Density =  6.4690E-06 g/cm3 = 9.3832E+17 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Rubidium     [37] , Mass = 63 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.152E-01  7.517E+00    2.73 mm   593.81 um   474.61 um  
  11.00 keV   8.550E-01  7.685E+00    2.89 mm   623.62 um   500.72 um  
  12.00 keV   8.930E-01  7.834E+00    3.06 mm   652.47 um   526.07 um  
  13.00 keV   9.295E-01  7.968E+00    3.22 mm   680.50 um   550.74 um  
  14.00 keV   9.645E-01  8.090E+00    3.38 mm   707.80 um   574.82 um  
  15.00 keV   9.984E-01  8.200E+00    3.53 mm   734.46 um   598.37 um  
  16.00 keV   1.031E+00  8.300E+00    3.69 mm   760.55 um   621.44 um  
  17.00 keV   1.063E+00  8.391E+00    3.84 mm   786.13 um   644.08 um  
  18.00 keV   1.094E+00  8.475E+00    3.99 mm   811.24 um   666.32 um  
  20.00 keV   1.153E+00  8.623E+00    4.28 mm   860.63 um   709.77 um  
  22.50 keV   1.223E+00  8.777E+00    4.64 mm   920.53 um   762.38 um  
  25.00 keV   1.289E+00  8.904E+00    5.00 mm   978.48 um   813.37 um  
  27.50 keV   1.352E+00  9.010E+00    5.35 mm     1.03 mm   862.99 um  
  30.00 keV   1.412E+00  9.098E+00    5.69 mm     1.09 mm   911.43 um  
