 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> June 08, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/99In-isobutane_2.0torr.dat

 Ion = Indium       [49] , Mass = 99 amu

 Density =  6.4690E-06 g/cm3 = 9.3832E+17 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Indium       [49] , Mass = 99 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.338E-01  8.156E+00    2.89 mm   551.71 um   427.13 um  
  11.00 keV   7.696E-01  8.395E+00    3.05 mm   576.53 um   448.88 um  
  12.00 keV   8.038E-01  8.613E+00    3.20 mm   600.35 um   469.91 um  
  13.00 keV   8.366E-01  8.813E+00    3.36 mm   623.34 um   490.30 um  
  14.00 keV   8.682E-01  8.997E+00    3.50 mm   645.58 um   510.14 um  
  15.00 keV   8.987E-01  9.168E+00    3.65 mm   667.16 um   529.47 um  
  16.00 keV   9.281E-01  9.326E+00    3.79 mm   688.17 um   548.35 um  
  17.00 keV   9.567E-01  9.474E+00    3.93 mm   708.65 um   566.83 um  
  18.00 keV   9.844E-01  9.612E+00    4.07 mm   728.66 um   584.93 um  
  20.00 keV   1.038E+00  9.863E+00    4.34 mm   767.83 um   620.16 um  
  22.50 keV   1.101E+00  1.014E+01    4.67 mm   814.93 um   662.57 um  
  25.00 keV   1.160E+00  1.038E+01    4.99 mm   860.08 um   703.46 um  
  27.50 keV   1.217E+00  1.059E+01    5.30 mm   903.58 um   743.06 um  
  30.00 keV   1.271E+00  1.077E+01    5.61 mm   945.69 um   781.54 um  
  32.50 keV   1.323E+00  1.094E+01    5.91 mm   986.60 um   819.05 um  
