 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 31, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/74Se-Cu.dat

 Ion = Selenium     [34] , Mass = 74 amu

 Density =  8.9200E+00 g/cm3 = 8.4531E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Cu     29    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Selenium     [34] , Mass = 74 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.035E-01  2.401E+00      43 A        25 A        18 A   
  11.00 keV   1.085E-01  2.465E+00      46 A        27 A        19 A   
  12.00 keV   1.133E-01  2.523E+00      49 A        28 A        20 A   
  13.00 keV   1.180E-01  2.577E+00      52 A        29 A        21 A   
  14.00 keV   1.224E-01  2.625E+00      54 A        31 A        22 A   
  15.00 keV   1.267E-01  2.670E+00      57 A        32 A        23 A   
  16.00 keV   1.309E-01  2.711E+00      59 A        33 A        24 A   
  17.00 keV   1.349E-01  2.749E+00      62 A        34 A        25 A   
  18.00 keV   1.388E-01  2.785E+00      64 A        36 A        26 A   
  20.00 keV   1.463E-01  2.849E+00      69 A        38 A        28 A   
  22.50 keV   1.552E-01  2.918E+00      75 A        41 A        30 A   
  25.00 keV   1.636E-01  2.978E+00      81 A        44 A        32 A   
  27.50 keV   1.716E-01  3.029E+00      87 A        46 A        34 A   
  30.00 keV   1.792E-01  3.074E+00      93 A        49 A        36 A   
  32.50 keV   1.865E-01  3.113E+00      99 A        52 A        37 A   
  35.00 keV   1.936E-01  3.148E+00     104 A        54 A        39 A   
  37.50 keV   2.004E-01  3.179E+00     110 A        57 A        41 A   
  40.00 keV   2.069E-01  3.206E+00     115 A        59 A        43 A   
