 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> November 07, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/85Sr-Si.dat

 Ion = Strontium    [38] , Mass = 85 amu

 Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Strontium    [38] , Mass = 85 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   2.687E-01  4.443E+00     120 A        44 A        33 A   
  11.00 keV   2.818E-01  4.559E+00     127 A        46 A        35 A   
  12.00 keV   2.943E-01  4.664E+00     134 A        48 A        37 A   
  13.00 keV   3.064E-01  4.760E+00     141 A        50 A        38 A   
  14.00 keV   3.179E-01  4.848E+00     148 A        52 A        40 A   
  15.00 keV   3.291E-01  4.928E+00     155 A        54 A        41 A   
  16.00 keV   3.399E-01  5.002E+00     161 A        56 A        43 A   
  17.00 keV   3.503E-01  5.071E+00     168 A        58 A        45 A   
  18.00 keV   3.605E-01  5.135E+00     174 A        60 A        46 A   
  20.00 keV   3.800E-01  5.249E+00     187 A        63 A        49 A   
  22.50 keV   4.031E-01  5.372E+00     203 A        68 A        53 A   
  25.00 keV   4.249E-01  5.478E+00     218 A        72 A        56 A   
  27.50 keV   4.456E-01  5.568E+00     233 A        76 A        59 A   
  30.00 keV   4.654E-01  5.647E+00     248 A        81 A        63 A   
  32.50 keV   4.844E-01  5.716E+00     262 A        85 A        66 A   
  35.00 keV   5.027E-01  5.776E+00     276 A        89 A        69 A   
  37.50 keV   5.203E-01  5.829E+00     291 A        92 A        72 A   
  40.00 keV   5.374E-01  5.876E+00     305 A        96 A        75 A   
