 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/63Zn-V.dat

 Ion = Zinc         [30] , Mass = 63 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Zinc         [30] , Mass = 63 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.984E-01  2.470E+00      62 A        34 A        24 A   
  11.00 keV   2.081E-01  2.528E+00      66 A        35 A        26 A   
  12.00 keV   2.173E-01  2.579E+00      70 A        37 A        27 A   
  13.00 keV   2.262E-01  2.625E+00      74 A        39 A        29 A   
  14.00 keV   2.347E-01  2.667E+00      78 A        41 A        30 A   
  15.00 keV   2.430E-01  2.705E+00      82 A        43 A        31 A   
  16.00 keV   2.509E-01  2.740E+00      85 A        44 A        32 A   
  17.00 keV   2.587E-01  2.772E+00      89 A        46 A        34 A   
  18.00 keV   2.662E-01  2.801E+00      93 A        48 A        35 A   
  20.00 keV   2.806E-01  2.853E+00     100 A        51 A        37 A   
  22.50 keV   2.976E-01  2.908E+00     109 A        55 A        40 A   
  25.00 keV   3.137E-01  2.954E+00     118 A        59 A        43 A   
  27.50 keV   3.290E-01  2.992E+00     127 A        63 A        46 A   
  30.00 keV   3.436E-01  3.024E+00     136 A        66 A        48 A   
  32.50 keV   3.576E-01  3.051E+00     145 A        70 A        51 A   
  35.00 keV   3.711E-01  3.074E+00     153 A        74 A        54 A   
  37.50 keV   3.842E-01  3.094E+00     162 A        77 A        56 A   
  40.00 keV   3.968E-01  3.110E+00     170 A        81 A        59 A   
