 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> June 14, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/81Rb-isobutane_5.0torr.dat

 Ion = Rubidium     [37] , Mass = 81 amu

 Density =  1.6172E-05 g/cm3 = 2.3458E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Rubidium     [37] , Mass = 81 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.189E-01  7.288E+00    1.19 mm   236.45 um   188.00 um  
  11.00 keV   7.540E-01  7.467E+00    1.26 mm   247.85 um   198.12 um  
  12.00 keV   7.875E-01  7.628E+00    1.33 mm   258.86 um   207.92 um  
  13.00 keV   8.197E-01  7.773E+00    1.40 mm   269.52 um   217.46 um  
  14.00 keV   8.506E-01  7.905E+00    1.46 mm   279.88 um   226.75 um  
  15.00 keV   8.805E-01  8.027E+00    1.53 mm   289.98 um   235.84 um  
  16.00 keV   9.094E-01  8.138E+00    1.59 mm   299.84 um   244.73 um  
  17.00 keV   9.374E-01  8.240E+00    1.66 mm   309.50 um   253.44 um  
  18.00 keV   9.645E-01  8.334E+00    1.72 mm   318.96 um   262.00 um  
  20.00 keV   1.017E+00  8.503E+00    1.84 mm   337.56 um   278.69 um  
  22.50 keV   1.078E+00  8.683E+00    1.99 mm   360.06 um   298.87 um  
  25.00 keV   1.137E+00  8.834E+00    2.14 mm   381.77 um   318.40 um  
  27.50 keV   1.192E+00  8.963E+00    2.28 mm   402.80 um   337.38 um  
  30.00 keV   1.245E+00  9.073E+00    2.43 mm   423.26 um   355.88 um  
