 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 18, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/72Ge-V.dat

 Ion = Germanium    [32] , Mass = 72 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Germanium    [32] , Mass = 72 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.543E-01  2.668E+00      62 A        32 A        23 A   
  11.00 keV   1.618E-01  2.734E+00      65 A        34 A        25 A   
  12.00 keV   1.690E-01  2.793E+00      69 A        35 A        26 A   
  13.00 keV   1.759E-01  2.846E+00      73 A        37 A        27 A   
  14.00 keV   1.826E-01  2.895E+00      77 A        39 A        28 A   
  15.00 keV   1.890E-01  2.940E+00      81 A        40 A        30 A   
  16.00 keV   1.952E-01  2.981E+00      84 A        42 A        31 A   
  17.00 keV   2.012E-01  3.019E+00      88 A        44 A        32 A   
  18.00 keV   2.070E-01  3.054E+00      92 A        45 A        33 A   
  20.00 keV   2.182E-01  3.116E+00      99 A        48 A        35 A   
  22.50 keV   2.314E-01  3.182E+00     107 A        52 A        38 A   
  25.00 keV   2.440E-01  3.239E+00     116 A        55 A        41 A   
  27.50 keV   2.559E-01  3.286E+00     125 A        59 A        43 A   
  30.00 keV   2.672E-01  3.327E+00     133 A        62 A        46 A   
  32.50 keV   2.782E-01  3.362E+00     141 A        66 A        48 A   
  35.00 keV   2.887E-01  3.393E+00     150 A        69 A        51 A   
  37.50 keV   2.988E-01  3.419E+00     158 A        72 A        53 A   
  40.00 keV   3.086E-01  3.442E+00     166 A        76 A        55 A   
