 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 15, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/80Rb-isobutane_10.0torr.dat

 Ion = Rubidium     [37] , Mass = 80 amu

 Density =  3.2345E-05 g/cm3 = 4.6916E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Rubidium     [37] , Mass = 80 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.234E-01  7.301E+00  592.35 um   118.23 um    94.04 um  
  11.00 keV   7.587E-01  7.479E+00  627.64 um   123.94 um    99.11 um  
  12.00 keV   7.925E-01  7.640E+00  662.11 um   129.46 um   104.02 um  
  13.00 keV   8.248E-01  7.785E+00  695.86 um   134.80 um   108.79 um  
  14.00 keV   8.559E-01  7.917E+00  728.99 um   140.00 um   113.45 um  
  15.00 keV   8.860E-01  8.037E+00  761.56 um   145.06 um   118.00 um  
  16.00 keV   9.150E-01  8.148E+00  793.63 um   150.00 um   122.45 um  
  17.00 keV   9.432E-01  8.250E+00  825.25 um   154.84 um   126.82 um  
  18.00 keV   9.705E-01  8.344E+00  856.46 um   159.58 um   131.10 um  
  20.00 keV   1.023E+00  8.511E+00  917.81 um   168.91 um   139.47 um  
  22.50 keV   1.085E+00  8.690E+00  992.77 um   180.20 um   149.58 um  
  25.00 keV   1.144E+00  8.840E+00    1.07 mm   191.08 um   159.36 um  
  27.50 keV   1.200E+00  8.968E+00    1.14 mm   201.63 um   168.87 um  
  30.00 keV   1.253E+00  9.077E+00    1.21 mm   211.89 um   178.14 um  
  32.50 keV   1.304E+00  9.171E+00    1.28 mm   221.91 um   187.21 um  
