 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 18, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/72Ga-V.dat

 Ion = Gallium      [31] , Mass = 72 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Gallium      [31] , Mass = 72 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.841E-01  2.618E+00      62 A        32 A        23 A   
  11.00 keV   1.931E-01  2.682E+00      66 A        34 A        25 A   
  12.00 keV   2.017E-01  2.739E+00      70 A        36 A        26 A   
  13.00 keV   2.099E-01  2.791E+00      74 A        37 A        27 A   
  14.00 keV   2.179E-01  2.838E+00      78 A        39 A        29 A   
  15.00 keV   2.255E-01  2.881E+00      82 A        40 A        30 A   
  16.00 keV   2.329E-01  2.920E+00      85 A        42 A        31 A   
  17.00 keV   2.401E-01  2.957E+00      89 A        44 A        32 A   
  18.00 keV   2.470E-01  2.990E+00      93 A        45 A        33 A   
  20.00 keV   2.604E-01  3.050E+00     100 A        48 A        35 A   
  22.50 keV   2.762E-01  3.113E+00     109 A        52 A        38 A   
  25.00 keV   2.911E-01  3.167E+00     117 A        55 A        41 A   
  27.50 keV   3.053E-01  3.212E+00     126 A        59 A        43 A   
  30.00 keV   3.189E-01  3.251E+00     134 A        62 A        46 A   
  32.50 keV   3.319E-01  3.284E+00     143 A        66 A        48 A   
  35.00 keV   3.445E-01  3.313E+00     151 A        69 A        51 A   
  37.50 keV   3.566E-01  3.337E+00     159 A        73 A        53 A   
  40.00 keV   3.683E-01  3.358E+00     168 A        76 A        56 A   
