 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> December 08, 2018 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/17O-isobutane_2.0torr.dat

 Ion = Oxygen       [8] , Mass = 17 amu

 Density =  6.4690E-06 g/cm3 = 9.3832E+17 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Oxygen       [8] , Mass = 17 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.100E+00  1.836E+00    5.25 mm     1.43 mm     1.09 mm  
  11.00 keV   1.153E+00  1.802E+00    5.72 mm     1.53 mm     1.17 mm  
  12.00 keV   1.204E+00  1.769E+00    6.18 mm     1.63 mm     1.25 mm  
  13.00 keV   1.254E+00  1.736E+00    6.64 mm     1.73 mm     1.33 mm  
  14.00 keV   1.301E+00  1.705E+00    7.10 mm     1.82 mm     1.40 mm  
  15.00 keV   1.347E+00  1.675E+00    7.56 mm     1.92 mm     1.48 mm  
  16.00 keV   1.391E+00  1.645E+00    8.02 mm     2.01 mm     1.55 mm  
  17.00 keV   1.434E+00  1.617E+00    8.48 mm     2.10 mm     1.63 mm  
  18.00 keV   1.475E+00  1.590E+00    8.94 mm     2.18 mm     1.70 mm  
  20.00 keV   1.555E+00  1.538E+00    9.85 mm     2.35 mm     1.84 mm  
  22.50 keV   1.649E+00  1.478E+00   10.98 mm     2.55 mm     2.01 mm  
  25.00 keV   1.738E+00  1.423E+00   12.11 mm     2.75 mm     2.18 mm  
  27.50 keV   1.823E+00  1.373E+00   13.22 mm     2.93 mm     2.35 mm  
  30.00 keV   1.904E+00  1.326E+00   14.33 mm     3.10 mm     2.51 mm  
