 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> June 26, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/20Ne-isobutane_5.0torr.dat

 Ion = Neon         [10] , Mass = 20 amu

 Density =  1.6172E-05 g/cm3 = 2.3458E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Neon         [10] , Mass = 20 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
   2.25 MeV   1.304E+01  1.307E-01  178.37 mm     8.59 mm    10.76 mm  
   2.50 MeV   1.383E+01  1.202E-01  189.74 mm     8.81 mm    10.99 mm  
   2.75 MeV   1.456E+01  1.113E-01  200.51 mm     9.00 mm    11.20 mm  
   3.00 MeV   1.525E+01  1.038E-01  210.78 mm     9.17 mm    11.38 mm  
   3.25 MeV   1.589E+01  9.730E-02  220.62 mm     9.32 mm    11.55 mm  
   3.50 MeV   1.647E+01  9.162E-02  230.10 mm     9.46 mm    11.70 mm  
   3.75 MeV   1.701E+01  8.663E-02  239.27 mm     9.58 mm    11.83 mm  
   4.00 MeV   1.749E+01  8.218E-02  248.17 mm     9.70 mm    11.96 mm  
   4.50 MeV   1.833E+01  7.463E-02  265.32 mm    10.05 mm    12.18 mm  
   5.00 MeV   1.901E+01  6.844E-02  281.79 mm    10.37 mm    12.37 mm  
   5.50 MeV   1.955E+01  6.326E-02  297.75 mm    10.65 mm    12.55 mm  
   6.00 MeV   1.998E+01  5.886E-02  313.33 mm    10.91 mm    12.70 mm  
   6.50 MeV   2.031E+01  5.508E-02  328.62 mm    11.16 mm    12.85 mm  
   7.00 MeV   2.056E+01  5.178E-02  343.69 mm    11.39 mm    12.98 mm  
   8.00 MeV   2.087E+01  4.631E-02  373.44 mm    12.20 mm    13.23 mm  
   9.00 MeV   2.100E+01  4.195E-02  402.90 mm    12.93 mm    13.45 mm  
  10.00 MeV   2.100E+01  3.839E-02  432.27 mm    13.62 mm    13.66 mm  
  11.00 MeV   2.091E+01  3.542E-02  461.72 mm    14.28 mm    13.85 mm  
  12.00 MeV   2.077E+01  3.291E-02  491.33 mm    14.92 mm    14.03 mm  
  13.00 MeV   2.058E+01  3.075E-02  521.18 mm    15.54 mm    14.21 mm  
  14.00 MeV   2.036E+01  2.887E-02  551.34 mm    16.14 mm    14.38 mm  
  15.00 MeV   2.013E+01  2.722E-02  581.83 mm    16.74 mm    14.54 mm  
  16.00 MeV   1.987E+01  2.576E-02  612.70 mm    17.32 mm    14.71 mm  
  17.00 MeV   1.961E+01  2.446E-02  643.98 mm    17.91 mm    14.87 mm  
  18.00 MeV   1.934E+01  2.329E-02  675.69 mm    18.49 mm    15.03 mm  
  20.00 MeV   1.879E+01  2.128E-02  740.49 mm    20.68 mm    15.34 mm  
  22.50 MeV   1.809E+01  1.923E-02  824.25 mm    23.89 mm    15.74 mm  
  25.00 MeV   1.742E+01  1.756E-02  911.24 mm    26.92 mm    16.14 mm  
  27.50 MeV   1.677E+01  1.617E-02    1.00 m     29.85 mm    16.54 mm  
  30.00 MeV   1.615E+01  1.500E-02    1.10 m     32.71 mm    16.96 mm  
  32.50 MeV   1.557E+01  1.399E-02    1.19 m     35.54 mm    17.39 mm  
  35.00 MeV   1.502E+01  1.312E-02    1.29 m     38.35 mm    17.83 mm  
  37.50 MeV   1.451E+01  1.235E-02    1.40 m     41.15 mm    18.28 mm  
  40.00 MeV   1.403E+01  1.168E-02    1.51 m     43.95 mm    18.75 mm  
  45.00 MeV   1.320E+01  1.054E-02    1.73 m     54.51 mm    19.74 mm  
  50.00 MeV   1.237E+01  9.609E-03    1.98 m     64.43 mm    20.81 mm  
  55.00 MeV   1.175E+01  8.839E-03    2.23 m     74.01 mm    21.94 mm  
  60.00 MeV   1.119E+01  8.189E-03    2.50 m     83.33 mm    23.15 mm  
  65.00 MeV   1.069E+01  7.632E-03    2.78 m     92.49 mm    24.42 mm  
  70.00 MeV   1.025E+01  7.150E-03    3.08 m    101.55 mm    25.77 mm  
  80.00 MeV   9.473E+00  6.356E-03    3.71 m    135.01 mm    28.65 mm  
  90.00 MeV   8.824E+00  5.728E-03    4.38 m    165.59 mm    31.80 mm  
 100.00 MeV   8.270E+00  5.218E-03    5.11 m    194.81 mm    35.18 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.6172E-04                eV/Angstrom 
  1.6172E-03                keV/micron   
  1.6172E-03                MeV/mm       
  1.0000E+00                keV/(ug/cm2) 
  1.0000E+00                MeV/(mg/cm2) 
  1.0000E+03                keV/(mg/cm2) 
  6.8940E+00                 eV/(1E15 atoms/cm2)
  1.0287E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2006 by J.P. Biersack and J.F. Ziegler
