 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/64Zn-V.dat

 Ion = Zinc         [30] , Mass = 64 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Zinc         [30] , Mass = 64 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.968E-01  2.482E+00      62 A        33 A        24 A   
  11.00 keV   2.064E-01  2.540E+00      66 A        35 A        26 A   
  12.00 keV   2.156E-01  2.592E+00      70 A        37 A        27 A   
  13.00 keV   2.244E-01  2.639E+00      74 A        39 A        28 A   
  14.00 keV   2.329E-01  2.681E+00      78 A        41 A        30 A   
  15.00 keV   2.411E-01  2.719E+00      82 A        42 A        31 A   
  16.00 keV   2.490E-01  2.755E+00      86 A        44 A        32 A   
  17.00 keV   2.566E-01  2.787E+00      89 A        46 A        33 A   
  18.00 keV   2.641E-01  2.816E+00      93 A        47 A        35 A   
  20.00 keV   2.784E-01  2.869E+00     100 A        51 A        37 A   
  22.50 keV   2.952E-01  2.925E+00     109 A        55 A        40 A   
  25.00 keV   3.112E-01  2.971E+00     118 A        59 A        43 A   
  27.50 keV   3.264E-01  3.009E+00     127 A        62 A        46 A   
  30.00 keV   3.409E-01  3.042E+00     136 A        66 A        48 A   
  32.50 keV   3.548E-01  3.070E+00     145 A        70 A        51 A   
  35.00 keV   3.682E-01  3.093E+00     153 A        73 A        53 A   
  37.50 keV   3.812E-01  3.113E+00     162 A        77 A        56 A   
  40.00 keV   3.937E-01  3.130E+00     170 A        80 A        59 A   
