 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> December 14, 2018 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/84Kr-isobutane_15.0torr.dat

 Ion = Krypton      [36] , Mass = 84 amu

 Density =  4.8517E-05 g/cm3 = 7.0374E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Krypton      [36] , Mass = 84 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.107E+00  7.139E+00  390.48 um    74.71 um    59.47 um  
  11.00 keV   1.161E+00  7.314E+00  413.50 um    78.26 um    62.64 um  
  12.00 keV   1.213E+00  7.472E+00  435.95 um    81.69 um    65.72 um  
  13.00 keV   1.262E+00  7.615E+00  457.91 um    85.00 um    68.70 um  
  14.00 keV   1.310E+00  7.744E+00  479.44 um    88.22 um    71.61 um  
  15.00 keV   1.356E+00  7.863E+00  500.58 um    91.35 um    74.45 um  
  16.00 keV   1.400E+00  7.972E+00  521.38 um    94.40 um    77.22 um  
  17.00 keV   1.443E+00  8.072E+00  541.87 um    97.38 um    79.93 um  
  18.00 keV   1.485E+00  8.165E+00  562.07 um   100.30 um    82.60 um  
  20.00 keV   1.566E+00  8.330E+00  601.73 um   106.03 um    87.78 um  
  22.50 keV   1.661E+00  8.506E+00  650.08 um   112.95 um    94.04 um  
  25.00 keV   1.750E+00  8.655E+00  697.31 um   119.60 um   100.07 um  
  27.50 keV   1.836E+00  8.781E+00  743.58 um   126.02 um   105.93 um  
  30.00 keV   1.917E+00  8.889E+00  789.03 um   132.25 um   111.62 um  
  32.50 keV   1.996E+00  8.982E+00  833.77 um   138.31 um   117.17 um  
