 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> April 16, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/60Zn-isobutane_2.0torr.dat

 Ion = Zinc         [30] , Mass = 60 amu

 Density =  6.4690E-06 g/cm3 = 9.3832E+17 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Zinc         [30] , Mass = 60 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.496E-01  6.653E+00    2.92 mm   628.19 um   507.84 um  
  11.00 keV   8.910E-01  6.781E+00    3.11 mm   661.02 um   536.63 um  
  12.00 keV   9.306E-01  6.894E+00    3.29 mm   692.87 um   564.61 um  
  13.00 keV   9.686E-01  6.995E+00    3.47 mm   723.86 um   591.89 um  
  14.00 keV   1.005E+00  7.084E+00    3.65 mm   754.12 um   618.54 um  
  15.00 keV   1.040E+00  7.164E+00    3.82 mm   783.71 um   644.63 um  
  16.00 keV   1.075E+00  7.236E+00    4.00 mm   812.71 um   670.22 um  
  17.00 keV   1.108E+00  7.300E+00    4.17 mm   841.18 um   695.36 um  
  18.00 keV   1.140E+00  7.359E+00    4.34 mm   869.18 um   720.08 um  
  20.00 keV   1.201E+00  7.460E+00    4.67 mm   924.36 um   768.42 um  
  22.50 keV   1.274E+00  7.561E+00    5.08 mm   991.45 um   827.06 um  
  25.00 keV   1.343E+00  7.640E+00    5.48 mm     1.06 mm   883.99 um  
  27.50 keV   1.409E+00  7.702E+00    5.88 mm     1.12 mm   939.47 um  
  30.00 keV   1.471E+00  7.751E+00    6.27 mm     1.18 mm   993.69 um  
