 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 14, 2018 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/20Ne-isobutane_10.5torr.dat

 Ion = Neon         [10] , Mass = 20 amu

 Density =  3.3962E-05 g/cm3 = 4.9262E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Neon         [10] , Mass = 20 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.485E-01  2.451E+00  896.44 um   247.47 um   188.74 um  
  11.00 keV   8.899E-01  2.423E+00  974.84 um   265.63 um   202.47 um  
  12.00 keV   9.294E-01  2.394E+00    1.05 mm   283.48 um   216.01 um  
  13.00 keV   9.674E-01  2.364E+00    1.13 mm   301.04 um   229.38 um  
  14.00 keV   1.004E+00  2.335E+00    1.21 mm   318.33 um   242.60 um  
  15.00 keV   1.039E+00  2.305E+00    1.29 mm   335.38 um   255.70 um  
  16.00 keV   1.073E+00  2.276E+00    1.37 mm   352.18 um   268.68 um  
  17.00 keV   1.106E+00  2.247E+00    1.45 mm   368.76 um   281.55 um  
  18.00 keV   1.138E+00  2.218E+00    1.52 mm   385.12 um   294.33 um  
  20.00 keV   1.200E+00  2.163E+00    1.68 mm   417.42 um   319.64 um  
  22.50 keV   1.273E+00  2.098E+00    1.88 mm   456.77 um   350.87 um  
  25.00 keV   1.341E+00  2.036E+00    2.08 mm   494.93 um   381.67 um  
  27.50 keV   1.407E+00  1.977E+00    2.28 mm   531.98 um   412.09 um  
  30.00 keV   1.469E+00  1.923E+00    2.47 mm   567.98 um   442.15 um  
  32.50 keV   1.529E+00  1.871E+00    2.67 mm   603.00 um   471.88 um  
