 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> June 14, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/81Sr-isobutane_2.0torr.dat

 Ion = Strontium    [38] , Mass = 81 amu

 Density =  6.4690E-06 g/cm3 = 9.3832E+17 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Strontium    [38] , Mass = 81 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.431E-01  7.397E+00    2.94 mm   585.38 um   464.67 um  
  11.00 keV   7.793E-01  7.580E+00    3.11 mm   613.47 um   489.58 um  
  12.00 keV   8.140E-01  7.746E+00    3.28 mm   640.58 um   513.71 um  
  13.00 keV   8.472E-01  7.896E+00    3.45 mm   666.84 um   537.18 um  
  14.00 keV   8.792E-01  8.032E+00    3.61 mm   692.35 um   560.05 um  
  15.00 keV   9.101E-01  8.157E+00    3.77 mm   717.21 um   582.39 um  
  16.00 keV   9.399E-01  8.271E+00    3.93 mm   741.48 um   604.26 um  
  17.00 keV   9.688E-01  8.377E+00    4.09 mm   765.22 um   625.69 um  
  18.00 keV   9.969E-01  8.475E+00    4.24 mm   788.49 um   646.73 um  
  20.00 keV   1.051E+00  8.650E+00    4.54 mm   834.22 um   687.76 um  
  22.50 keV   1.115E+00  8.836E+00    4.91 mm   889.52 um   737.34 um  
  25.00 keV   1.175E+00  8.994E+00    5.27 mm   942.82 um   785.32 um  
  27.50 keV   1.232E+00  9.128E+00    5.62 mm   994.45 um   831.92 um  
  30.00 keV   1.287E+00  9.243E+00    5.97 mm     1.04 mm   877.33 um  
