 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 15, 2018 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/41K-isobutane_2.0torr.dat

 Ion = Potassium    [19] , Mass = 41 amu

 Density =  6.4690E-06 g/cm3 = 9.3832E+17 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Potassium    [19] , Mass = 41 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.139E+00  4.882E+00    3.24 mm   740.63 um   603.87 um  
  11.00 keV   1.194E+00  4.927E+00    3.47 mm   784.38 um   640.88 um  
  12.00 keV   1.247E+00  4.962E+00    3.69 mm   827.05 um   676.97 um  
  13.00 keV   1.298E+00  4.990E+00    3.92 mm   868.77 um   712.25 um  
  14.00 keV   1.347E+00  5.012E+00    4.14 mm   909.65 um   746.81 um  
  15.00 keV   1.395E+00  5.029E+00    4.36 mm   949.77 um   780.72 um  
  16.00 keV   1.440E+00  5.041E+00    4.58 mm   989.21 um   814.05 um  
  17.00 keV   1.485E+00  5.050E+00    4.80 mm     1.03 mm   846.85 um  
  18.00 keV   1.528E+00  5.055E+00    5.02 mm     1.07 mm   879.16 um  
  20.00 keV   1.610E+00  5.058E+00    5.45 mm     1.14 mm   942.51 um  
  22.50 keV   1.708E+00  5.051E+00    5.98 mm     1.23 mm     1.02 mm  
  25.00 keV   1.801E+00  5.034E+00    6.50 mm     1.32 mm     1.09 mm  
  27.50 keV   1.888E+00  5.010E+00    7.02 mm     1.41 mm     1.17 mm  
  30.00 keV   1.972E+00  4.981E+00    7.54 mm     1.50 mm     1.24 mm  
