 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/71As-V.dat

 Ion = Arsenic      [33] , Mass = 71 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Arsenic      [33] , Mass = 71 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.826E-01  2.706E+00      60 A        31 A        23 A   
  11.00 keV   1.915E-01  2.774E+00      64 A        33 A        24 A   
  12.00 keV   2.000E-01  2.835E+00      68 A        35 A        26 A   
  13.00 keV   2.082E-01  2.890E+00      72 A        36 A        27 A   
  14.00 keV   2.160E-01  2.940E+00      75 A        38 A        28 A   
  15.00 keV   2.236E-01  2.986E+00      79 A        40 A        29 A   
  16.00 keV   2.309E-01  3.028E+00      82 A        41 A        30 A   
  17.00 keV   2.380E-01  3.067E+00      86 A        43 A        31 A   
  18.00 keV   2.449E-01  3.103E+00      89 A        44 A        32 A   
  20.00 keV   2.582E-01  3.167E+00      96 A        47 A        35 A   
  22.50 keV   2.738E-01  3.236E+00     105 A        51 A        37 A   
  25.00 keV   2.887E-01  3.294E+00     113 A        54 A        40 A   
  27.50 keV   3.028E-01  3.344E+00     121 A        58 A        42 A   
  30.00 keV   3.162E-01  3.386E+00     129 A        61 A        45 A   
  32.50 keV   3.291E-01  3.423E+00     138 A        64 A        47 A   
  35.00 keV   3.416E-01  3.455E+00     146 A        68 A        50 A   
  37.50 keV   3.535E-01  3.483E+00     153 A        71 A        52 A   
  40.00 keV   3.651E-01  3.507E+00     161 A        74 A        54 A   
