 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> December 11, 2018 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/21Ne-isobutane_10.0torr.dat

 Ion = Neon         [10] , Mass = 21 amu

 Density =  3.2345E-05 g/cm3 = 4.6916E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Neon         [10] , Mass = 21 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.280E-01  2.489E+00  943.53 um   256.37 um   196.35 um  
  11.00 keV   8.684E-01  2.462E+00    1.03 mm   275.12 um   210.58 um  
  12.00 keV   9.070E-01  2.434E+00    1.11 mm   293.55 um   224.61 um  
  13.00 keV   9.441E-01  2.405E+00    1.19 mm   311.70 um   238.46 um  
  14.00 keV   9.797E-01  2.376E+00    1.27 mm   329.57 um   252.16 um  
  15.00 keV   1.014E+00  2.348E+00    1.35 mm   347.18 um   265.73 um  
  16.00 keV   1.047E+00  2.319E+00    1.44 mm   364.56 um   279.17 um  
  17.00 keV   1.080E+00  2.290E+00    1.52 mm   381.71 um   292.50 um  
  18.00 keV   1.111E+00  2.262E+00    1.60 mm   398.63 um   305.73 um  
  20.00 keV   1.171E+00  2.208E+00    1.77 mm   432.08 um   331.95 um  
  22.50 keV   1.242E+00  2.143E+00    1.97 mm   472.87 um   364.30 um  
  25.00 keV   1.309E+00  2.081E+00    2.18 mm   512.46 um   396.21 um  
  27.50 keV   1.373E+00  2.023E+00    2.39 mm   550.94 um   427.74 um  
  30.00 keV   1.434E+00  1.968E+00    2.60 mm   588.37 um   458.90 um  
