 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/60Ni-V.dat

 Ion = Nickel       [28] , Mass = 60 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Nickel       [28] , Mass = 60 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.091E-01  2.331E+00      65 A        36 A        26 A   
  11.00 keV   1.144E-01  2.383E+00      69 A        38 A        28 A   
  12.00 keV   1.195E-01  2.429E+00      74 A        40 A        29 A   
  13.00 keV   1.244E-01  2.470E+00      78 A        42 A        31 A   
  14.00 keV   1.290E-01  2.507E+00      82 A        44 A        32 A   
  15.00 keV   1.336E-01  2.541E+00      86 A        46 A        34 A   
  16.00 keV   1.380E-01  2.572E+00      90 A        48 A        35 A   
  17.00 keV   1.422E-01  2.600E+00      94 A        50 A        36 A   
  18.00 keV   1.463E-01  2.625E+00      98 A        52 A        38 A   
  20.00 keV   1.542E-01  2.671E+00     107 A        56 A        40 A   
  22.50 keV   1.636E-01  2.718E+00     116 A        60 A        44 A   
  25.00 keV   1.724E-01  2.757E+00     126 A        65 A        47 A   
  27.50 keV   1.809E-01  2.789E+00     136 A        69 A        50 A   
  30.00 keV   1.889E-01  2.815E+00     146 A        73 A        53 A   
  32.50 keV   1.966E-01  2.837E+00     155 A        78 A        56 A   
  35.00 keV   2.040E-01  2.856E+00     165 A        82 A        59 A   
  37.50 keV   2.112E-01  2.871E+00     174 A        86 A        62 A   
  40.00 keV   2.181E-01  2.883E+00     184 A        90 A        65 A   
