 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 18, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/72Se-V.dat

 Ion = Selenium     [34] , Mass = 72 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Selenium     [34] , Mass = 72 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.788E-01  2.764E+00      59 A        31 A        23 A   
  11.00 keV   1.876E-01  2.834E+00      63 A        33 A        24 A   
  12.00 keV   1.959E-01  2.897E+00      67 A        34 A        25 A   
  13.00 keV   2.039E-01  2.955E+00      71 A        36 A        26 A   
  14.00 keV   2.116E-01  3.007E+00      74 A        38 A        28 A   
  15.00 keV   2.190E-01  3.055E+00      78 A        39 A        29 A   
  16.00 keV   2.262E-01  3.099E+00      81 A        41 A        30 A   
  17.00 keV   2.332E-01  3.140E+00      85 A        42 A        31 A   
  18.00 keV   2.399E-01  3.177E+00      88 A        44 A        32 A   
  20.00 keV   2.529E-01  3.245E+00      95 A        46 A        34 A   
  22.50 keV   2.682E-01  3.317E+00     103 A        50 A        37 A   
  25.00 keV   2.828E-01  3.378E+00     111 A        53 A        39 A   
  27.50 keV   2.966E-01  3.431E+00     120 A        57 A        42 A   
  30.00 keV   3.097E-01  3.476E+00     127 A        60 A        44 A   
  32.50 keV   3.224E-01  3.515E+00     135 A        63 A        46 A   
  35.00 keV   3.346E-01  3.549E+00     143 A        66 A        49 A   
  37.50 keV   3.463E-01  3.579E+00     151 A        69 A        51 A   
  40.00 keV   3.577E-01  3.605E+00     159 A        73 A        53 A   
