 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/67Ga-V.dat

 Ion = Gallium      [31] , Mass = 67 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Gallium      [31] , Mass = 67 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.909E-01  2.567E+00      61 A        33 A        24 A   
  11.00 keV   2.002E-01  2.628E+00      65 A        34 A        25 A   
  12.00 keV   2.091E-01  2.683E+00      69 A        36 A        26 A   
  13.00 keV   2.176E-01  2.733E+00      73 A        38 A        28 A   
  14.00 keV   2.258E-01  2.778E+00      77 A        40 A        29 A   
  15.00 keV   2.338E-01  2.819E+00      81 A        41 A        30 A   
  16.00 keV   2.414E-01  2.857E+00      84 A        43 A        31 A   
  17.00 keV   2.489E-01  2.892E+00      88 A        45 A        33 A   
  18.00 keV   2.561E-01  2.924E+00      92 A        46 A        34 A   
  20.00 keV   2.699E-01  2.981E+00      99 A        49 A        36 A   
  22.50 keV   2.863E-01  3.041E+00     108 A        53 A        39 A   
  25.00 keV   3.018E-01  3.091E+00     117 A        57 A        42 A   
  27.50 keV   3.165E-01  3.134E+00     125 A        60 A        44 A   
  30.00 keV   3.306E-01  3.170E+00     134 A        64 A        47 A   
  32.50 keV   3.441E-01  3.201E+00     142 A        68 A        49 A   
  35.00 keV   3.571E-01  3.228E+00     151 A        71 A        52 A   
  37.50 keV   3.696E-01  3.250E+00     159 A        74 A        54 A   
  40.00 keV   3.817E-01  3.270E+00     167 A        78 A        57 A   
