 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> July 18, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/21Na-isobutane_2.0torr.dat

 Ion = Sodium       [11] , Mass = 21 amu

 Density =  6.4690E-06 g/cm3 = 9.3832E+17 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Sodium       [11] , Mass = 21 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.183E-01  2.731E+00    4.43 mm     1.23 mm   938.06 um  
  11.00 keV   8.582E-01  2.707E+00    4.81 mm     1.31 mm     1.01 mm  
  12.00 keV   8.964E-01  2.681E+00    5.20 mm     1.40 mm     1.07 mm  
  13.00 keV   9.330E-01  2.654E+00    5.58 mm     1.49 mm     1.14 mm  
  14.00 keV   9.682E-01  2.626E+00    5.96 mm     1.57 mm     1.20 mm  
  15.00 keV   1.002E+00  2.598E+00    6.34 mm     1.66 mm     1.27 mm  
  16.00 keV   1.035E+00  2.570E+00    6.72 mm     1.74 mm     1.33 mm  
  17.00 keV   1.067E+00  2.542E+00    7.11 mm     1.82 mm     1.39 mm  
  18.00 keV   1.098E+00  2.514E+00    7.49 mm     1.91 mm     1.46 mm  
  20.00 keV   1.157E+00  2.459E+00    8.26 mm     2.07 mm     1.58 mm  
  22.50 keV   1.227E+00  2.392E+00    9.22 mm     2.26 mm     1.73 mm  
  25.00 keV   1.294E+00  2.329E+00   10.19 mm     2.45 mm     1.89 mm  
  27.50 keV   1.357E+00  2.269E+00   11.15 mm     2.64 mm     2.03 mm  
  30.00 keV   1.417E+00  2.211E+00   12.12 mm     2.82 mm     2.18 mm  
