 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/61Ni-V.dat

 Ion = Nickel       [28] , Mass = 61 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Nickel       [28] , Mass = 61 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.082E-01  2.344E+00      65 A        36 A        26 A   
  11.00 keV   1.134E-01  2.396E+00      69 A        38 A        28 A   
  12.00 keV   1.185E-01  2.442E+00      74 A        40 A        29 A   
  13.00 keV   1.233E-01  2.484E+00      78 A        42 A        31 A   
  14.00 keV   1.280E-01  2.522E+00      82 A        44 A        32 A   
  15.00 keV   1.325E-01  2.556E+00      86 A        46 A        33 A   
  16.00 keV   1.368E-01  2.587E+00      90 A        48 A        35 A   
  17.00 keV   1.410E-01  2.615E+00      95 A        50 A        36 A   
  18.00 keV   1.451E-01  2.641E+00      99 A        52 A        38 A   
  20.00 keV   1.530E-01  2.687E+00     107 A        55 A        40 A   
  22.50 keV   1.623E-01  2.735E+00     117 A        60 A        43 A   
  25.00 keV   1.710E-01  2.774E+00     126 A        64 A        47 A   
  27.50 keV   1.794E-01  2.807E+00     136 A        69 A        50 A   
  30.00 keV   1.874E-01  2.834E+00     146 A        73 A        53 A   
  32.50 keV   1.950E-01  2.857E+00     155 A        77 A        56 A   
  35.00 keV   2.024E-01  2.875E+00     165 A        81 A        59 A   
  37.50 keV   2.095E-01  2.891E+00     174 A        85 A        61 A   
  40.00 keV   2.163E-01  2.904E+00     184 A        89 A        64 A   
