 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 31, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/79Br-Cu.dat

 Ion = Bromine      [35] , Mass = 79 amu

 Density =  8.9200E+00 g/cm3 = 8.4531E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Cu     29    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Bromine      [35] , Mass = 79 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   9.806E-02  2.489E+00      43 A        25 A        18 A   
  11.00 keV   1.028E-01  2.557E+00      46 A        26 A        19 A   
  12.00 keV   1.074E-01  2.619E+00      49 A        27 A        20 A   
  13.00 keV   1.118E-01  2.675E+00      51 A        29 A        21 A   
  14.00 keV   1.160E-01  2.727E+00      54 A        30 A        22 A   
  15.00 keV   1.201E-01  2.775E+00      56 A        31 A        23 A   
  16.00 keV   1.240E-01  2.819E+00      59 A        32 A        23 A   
  17.00 keV   1.279E-01  2.860E+00      61 A        33 A        24 A   
  18.00 keV   1.316E-01  2.898E+00      64 A        35 A        25 A   
  20.00 keV   1.387E-01  2.968E+00      69 A        37 A        27 A   
  22.50 keV   1.471E-01  3.042E+00      75 A        40 A        29 A   
  25.00 keV   1.551E-01  3.107E+00      80 A        42 A        31 A   
  27.50 keV   1.626E-01  3.163E+00      86 A        45 A        33 A   
  30.00 keV   1.698E-01  3.212E+00      92 A        47 A        34 A   
  32.50 keV   1.768E-01  3.255E+00      97 A        50 A        36 A   
  35.00 keV   1.835E-01  3.293E+00     103 A        52 A        38 A   
  37.50 keV   1.899E-01  3.327E+00     108 A        55 A        40 A   
  40.00 keV   1.961E-01  3.358E+00     114 A        57 A        42 A   
