 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 18, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/73Se-V.dat

 Ion = Selenium     [34] , Mass = 73 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Selenium     [34] , Mass = 73 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.776E-01  2.774E+00      60 A        31 A        23 A   
  11.00 keV   1.863E-01  2.844E+00      63 A        33 A        24 A   
  12.00 keV   1.946E-01  2.908E+00      67 A        34 A        25 A   
  13.00 keV   2.025E-01  2.966E+00      71 A        36 A        26 A   
  14.00 keV   2.101E-01  3.018E+00      74 A        37 A        27 A   
  15.00 keV   2.175E-01  3.067E+00      78 A        39 A        29 A   
  16.00 keV   2.246E-01  3.111E+00      81 A        40 A        30 A   
  17.00 keV   2.316E-01  3.152E+00      85 A        42 A        31 A   
  18.00 keV   2.383E-01  3.190E+00      88 A        43 A        32 A   
  20.00 keV   2.512E-01  3.258E+00      95 A        46 A        34 A   
  22.50 keV   2.664E-01  3.331E+00     103 A        50 A        37 A   
  25.00 keV   2.808E-01  3.393E+00     112 A        53 A        39 A   
  27.50 keV   2.945E-01  3.446E+00     120 A        56 A        41 A   
  30.00 keV   3.076E-01  3.492E+00     128 A        60 A        44 A   
  32.50 keV   3.202E-01  3.532E+00     135 A        63 A        46 A   
  35.00 keV   3.323E-01  3.566E+00     143 A        66 A        49 A   
  37.50 keV   3.439E-01  3.596E+00     151 A        69 A        51 A   
  40.00 keV   3.552E-01  3.623E+00     159 A        72 A        53 A   
