 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> June 26, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/20Ne-isobutane_6.0torr.dat

 Ion = Neon         [10] , Mass = 20 amu

 Density =  1.9407E-05 g/cm3 = 2.8149E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Neon         [10] , Mass = 20 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.485E-01  2.451E+00    1.57 mm   433.07 um   330.29 um  
  11.00 keV   8.899E-01  2.423E+00    1.71 mm   464.85 um   354.32 um  
  12.00 keV   9.294E-01  2.394E+00    1.84 mm   496.08 um   378.02 um  
  13.00 keV   9.674E-01  2.364E+00    1.98 mm   526.82 um   401.41 um  
  14.00 keV   1.004E+00  2.335E+00    2.12 mm   557.08 um   424.56 um  
  15.00 keV   1.039E+00  2.305E+00    2.25 mm   586.91 um   447.47 um  
  16.00 keV   1.073E+00  2.276E+00    2.39 mm   616.32 um   470.19 um  
  17.00 keV   1.106E+00  2.247E+00    2.53 mm   645.33 um   492.71 um  
  18.00 keV   1.138E+00  2.218E+00    2.67 mm   673.96 um   515.07 um  
  20.00 keV   1.200E+00  2.163E+00    2.94 mm   730.48 um   559.37 um  
  22.50 keV   1.273E+00  2.098E+00    3.29 mm   799.34 um   614.02 um  
  25.00 keV   1.341E+00  2.036E+00    3.64 mm   866.12 um   667.92 um  
  27.50 keV   1.407E+00  1.977E+00    3.98 mm   930.96 um   721.15 um  
  30.00 keV   1.469E+00  1.923E+00    4.33 mm   993.97 um   773.76 um  
