 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/66Cu-V.dat

 Ion = Copper       [29] , Mass = 66 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Copper       [29] , Mass = 66 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.209E-01  2.455E+00      64 A        34 A        25 A   
  11.00 keV   1.268E-01  2.511E+00      69 A        36 A        27 A   
  12.00 keV   1.324E-01  2.562E+00      73 A        38 A        28 A   
  13.00 keV   1.378E-01  2.607E+00      77 A        40 A        29 A   
  14.00 keV   1.430E-01  2.649E+00      81 A        42 A        31 A   
  15.00 keV   1.480E-01  2.686E+00      85 A        44 A        32 A   
  16.00 keV   1.529E-01  2.721E+00      89 A        46 A        33 A   
  17.00 keV   1.576E-01  2.752E+00      93 A        47 A        35 A   
  18.00 keV   1.621E-01  2.781E+00      97 A        49 A        36 A   
  20.00 keV   1.709E-01  2.832E+00     105 A        53 A        38 A   
  22.50 keV   1.813E-01  2.886E+00     114 A        57 A        41 A   
  25.00 keV   1.911E-01  2.931E+00     123 A        61 A        44 A   
  27.50 keV   2.004E-01  2.968E+00     133 A        65 A        47 A   
  30.00 keV   2.093E-01  3.000E+00     142 A        69 A        50 A   
  32.50 keV   2.179E-01  3.027E+00     151 A        73 A        53 A   
  35.00 keV   2.261E-01  3.049E+00     160 A        76 A        56 A   
  37.50 keV   2.340E-01  3.068E+00     169 A        80 A        58 A   
  40.00 keV   2.417E-01  3.084E+00     178 A        84 A        61 A   
