 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/65Zn-V.dat

 Ion = Zinc         [30] , Mass = 65 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Zinc         [30] , Mass = 65 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.953E-01  2.494E+00      62 A        33 A        24 A   
  11.00 keV   2.048E-01  2.552E+00      66 A        35 A        26 A   
  12.00 keV   2.140E-01  2.605E+00      70 A        37 A        27 A   
  13.00 keV   2.227E-01  2.652E+00      74 A        39 A        28 A   
  14.00 keV   2.311E-01  2.694E+00      78 A        41 A        30 A   
  15.00 keV   2.392E-01  2.733E+00      82 A        42 A        31 A   
  16.00 keV   2.471E-01  2.769E+00      86 A        44 A        32 A   
  17.00 keV   2.547E-01  2.801E+00      89 A        46 A        33 A   
  18.00 keV   2.620E-01  2.831E+00      93 A        47 A        35 A   
  20.00 keV   2.762E-01  2.885E+00     101 A        50 A        37 A   
  22.50 keV   2.930E-01  2.941E+00     110 A        54 A        40 A   
  25.00 keV   3.088E-01  2.987E+00     119 A        58 A        43 A   
  27.50 keV   3.239E-01  3.027E+00     127 A        62 A        45 A   
  30.00 keV   3.383E-01  3.060E+00     136 A        66 A        48 A   
  32.50 keV   3.521E-01  3.088E+00     145 A        69 A        51 A   
  35.00 keV   3.654E-01  3.112E+00     153 A        73 A        53 A   
  37.50 keV   3.782E-01  3.132E+00     162 A        76 A        56 A   
  40.00 keV   3.906E-01  3.149E+00     171 A        80 A        58 A   
