 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> December 17, 2018 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/84Kr-isobutane_18.0torr.dat

 Ion = Krypton      [36] , Mass = 84 amu

 Density =  5.8221E-05 g/cm3 = 8.4448E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Krypton      [36] , Mass = 84 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.107E+00  7.139E+00  325.40 um    62.26 um    49.56 um  
  11.00 keV   1.161E+00  7.314E+00  344.58 um    65.22 um    52.20 um  
  12.00 keV   1.213E+00  7.472E+00  363.29 um    68.08 um    54.77 um  
  13.00 keV   1.262E+00  7.615E+00  381.59 um    70.84 um    57.25 um  
  14.00 keV   1.310E+00  7.744E+00  399.53 um    73.52 um    59.68 um  
  15.00 keV   1.356E+00  7.863E+00  417.15 um    76.12 um    62.04 um  
  16.00 keV   1.400E+00  7.972E+00  434.48 um    78.67 um    64.35 um  
  17.00 keV   1.443E+00  8.072E+00  451.56 um    81.15 um    66.61 um  
  18.00 keV   1.485E+00  8.165E+00  468.39 um    83.58 um    68.83 um  
  20.00 keV   1.566E+00  8.330E+00  501.44 um    88.36 um    73.15 um  
  22.50 keV   1.661E+00  8.506E+00  541.74 um    94.12 um    78.36 um  
  25.00 keV   1.750E+00  8.655E+00  581.09 um    99.66 um    83.40 um  
  27.50 keV   1.836E+00  8.781E+00  619.65 um   105.02 um    88.27 um  
  30.00 keV   1.917E+00  8.889E+00  657.52 um   110.21 um    93.02 um  
  32.50 keV   1.996E+00  8.982E+00  694.81 um   115.26 um    97.64 um  
