 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/71Se-V.dat

 Ion = Selenium     [34] , Mass = 71 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Selenium     [34] , Mass = 71 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.801E-01  2.754E+00      59 A        31 A        23 A   
  11.00 keV   1.889E-01  2.824E+00      63 A        33 A        24 A   
  12.00 keV   1.973E-01  2.886E+00      67 A        34 A        25 A   
  13.00 keV   2.053E-01  2.943E+00      71 A        36 A        26 A   
  14.00 keV   2.131E-01  2.995E+00      74 A        38 A        28 A   
  15.00 keV   2.206E-01  3.043E+00      78 A        39 A        29 A   
  16.00 keV   2.278E-01  3.086E+00      81 A        41 A        30 A   
  17.00 keV   2.348E-01  3.127E+00      85 A        42 A        31 A   
  18.00 keV   2.416E-01  3.164E+00      88 A        44 A        32 A   
  20.00 keV   2.547E-01  3.231E+00      95 A        47 A        34 A   
  22.50 keV   2.701E-01  3.303E+00     103 A        50 A        37 A   
  25.00 keV   2.847E-01  3.363E+00     111 A        54 A        39 A   
  27.50 keV   2.986E-01  3.415E+00     119 A        57 A        42 A   
  30.00 keV   3.119E-01  3.460E+00     127 A        60 A        44 A   
  32.50 keV   3.247E-01  3.499E+00     135 A        63 A        47 A   
  35.00 keV   3.369E-01  3.532E+00     143 A        67 A        49 A   
  37.50 keV   3.487E-01  3.562E+00     151 A        70 A        51 A   
  40.00 keV   3.602E-01  3.587E+00     159 A        73 A        53 A   
