 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 15, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/32S-isobutane_2.0torr.dat

 Ion = Sulfur       [16] , Mass = 32 amu

 Density =  6.4690E-06 g/cm3 = 9.3832E+17 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Sulfur       [16] , Mass = 32 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.235E+00  4.166E+00    3.39 mm   826.26 um   665.43 um  
  11.00 keV   1.295E+00  4.180E+00    3.65 mm   877.96 um   707.74 um  
  12.00 keV   1.353E+00  4.189E+00    3.90 mm   928.47 um   749.06 um  
  13.00 keV   1.408E+00  4.192E+00    4.15 mm   977.91 um   789.51 um  
  14.00 keV   1.461E+00  4.190E+00    4.40 mm     1.03 mm   829.19 um  
  15.00 keV   1.513E+00  4.186E+00    4.64 mm     1.07 mm   868.16 um  
  16.00 keV   1.562E+00  4.179E+00    4.89 mm     1.12 mm   906.51 um  
  17.00 keV   1.610E+00  4.169E+00    5.13 mm     1.17 mm   944.28 um  
  18.00 keV   1.657E+00  4.157E+00    5.38 mm     1.21 mm   981.52 um  
  20.00 keV   1.747E+00  4.130E+00    5.86 mm     1.30 mm     1.05 mm  
  22.50 keV   1.853E+00  4.089E+00    6.46 mm     1.41 mm     1.14 mm  
  25.00 keV   1.953E+00  4.044E+00    7.05 mm     1.52 mm     1.23 mm  
  27.50 keV   2.048E+00  3.997E+00    7.64 mm     1.62 mm     1.32 mm  
  30.00 keV   2.139E+00  3.948E+00    8.23 mm     1.72 mm     1.40 mm  
