 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/70As-V.dat

 Ion = Arsenic      [33] , Mass = 70 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Arsenic      [33] , Mass = 70 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.839E-01  2.696E+00      60 A        32 A        23 A   
  11.00 keV   1.928E-01  2.763E+00      64 A        33 A        24 A   
  12.00 keV   2.014E-01  2.824E+00      68 A        35 A        26 A   
  13.00 keV   2.096E-01  2.878E+00      71 A        37 A        27 A   
  14.00 keV   2.176E-01  2.928E+00      75 A        38 A        28 A   
  15.00 keV   2.252E-01  2.974E+00      79 A        40 A        29 A   
  16.00 keV   2.326E-01  3.015E+00      82 A        41 A        30 A   
  17.00 keV   2.397E-01  3.054E+00      86 A        43 A        31 A   
  18.00 keV   2.467E-01  3.090E+00      89 A        44 A        33 A   
  20.00 keV   2.600E-01  3.154E+00      96 A        47 A        35 A   
  22.50 keV   2.758E-01  3.222E+00     105 A        51 A        37 A   
  25.00 keV   2.907E-01  3.279E+00     113 A        54 A        40 A   
  27.50 keV   3.049E-01  3.328E+00     121 A        58 A        43 A   
  30.00 keV   3.185E-01  3.370E+00     129 A        61 A        45 A   
  32.50 keV   3.315E-01  3.406E+00     137 A        65 A        47 A   
  35.00 keV   3.440E-01  3.438E+00     145 A        68 A        50 A   
  37.50 keV   3.561E-01  3.465E+00     153 A        71 A        52 A   
  40.00 keV   3.677E-01  3.489E+00     161 A        74 A        54 A   
