 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> June 26, 2019 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/20Ne-isobutane_2.0torr.dat

 Ion = Neon         [10] , Mass = 20 amu

 Density =  6.4690E-06 g/cm3 = 9.3832E+17 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Neon         [10] , Mass = 20 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   8.485E-01  2.451E+00    4.71 mm     1.30 mm   990.88 um  
  11.00 keV   8.899E-01  2.423E+00    5.12 mm     1.39 mm     1.06 mm  
  12.00 keV   9.294E-01  2.394E+00    5.53 mm     1.49 mm     1.13 mm  
  13.00 keV   9.674E-01  2.364E+00    5.94 mm     1.58 mm     1.20 mm  
  14.00 keV   1.004E+00  2.335E+00    6.35 mm     1.67 mm     1.27 mm  
  15.00 keV   1.039E+00  2.305E+00    6.76 mm     1.76 mm     1.34 mm  
  16.00 keV   1.073E+00  2.276E+00    7.18 mm     1.85 mm     1.41 mm  
  17.00 keV   1.106E+00  2.247E+00    7.59 mm     1.94 mm     1.48 mm  
  18.00 keV   1.138E+00  2.218E+00    8.00 mm     2.02 mm     1.55 mm  
  20.00 keV   1.200E+00  2.163E+00    8.83 mm     2.19 mm     1.68 mm  
  22.50 keV   1.273E+00  2.098E+00    9.87 mm     2.40 mm     1.84 mm  
  25.00 keV   1.341E+00  2.036E+00   10.91 mm     2.60 mm     2.00 mm  
  27.50 keV   1.407E+00  1.977E+00   11.95 mm     2.79 mm     2.16 mm  
  30.00 keV   1.469E+00  1.923E+00   12.99 mm     2.98 mm     2.32 mm  
