 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 19, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/61Co-V.dat

 Ion = Cobalt       [27] , Mass = 61 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Cobalt       [27] , Mass = 61 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.584E-01  2.291E+00      66 A        36 A        26 A   
  11.00 keV   1.662E-01  2.341E+00      70 A        38 A        28 A   
  12.00 keV   1.736E-01  2.386E+00      74 A        40 A        29 A   
  13.00 keV   1.807E-01  2.426E+00      79 A        42 A        31 A   
  14.00 keV   1.875E-01  2.462E+00      83 A        44 A        32 A   
  15.00 keV   1.941E-01  2.494E+00      87 A        46 A        33 A   
  16.00 keV   2.004E-01  2.524E+00      91 A        48 A        35 A   
  17.00 keV   2.066E-01  2.551E+00      95 A        50 A        36 A   
  18.00 keV   2.126E-01  2.575E+00      99 A        51 A        37 A   
  20.00 keV   2.241E-01  2.619E+00     107 A        55 A        40 A   
  22.50 keV   2.377E-01  2.664E+00     117 A        59 A        43 A   
  25.00 keV   2.505E-01  2.701E+00     127 A        64 A        46 A   
  27.50 keV   2.628E-01  2.731E+00     137 A        68 A        49 A   
  30.00 keV   2.744E-01  2.756E+00     147 A        72 A        52 A   
  32.50 keV   2.856E-01  2.777E+00     156 A        76 A        55 A   
  35.00 keV   2.964E-01  2.794E+00     166 A        81 A        58 A   
  37.50 keV   3.068E-01  2.808E+00     176 A        85 A        61 A   
  40.00 keV   3.169E-01  2.819E+00     185 A        89 A        64 A   
