 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> December 14, 2018 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/84Kr-isobutane_10.0torr.dat

 Ion = Krypton      [36] , Mass = 84 amu

 Density =  3.2345E-05 g/cm3 = 4.6916E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    028.57    082.66   
      H      1    071.43    017.34   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Krypton      [36] , Mass = 84 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.107E+00  7.139E+00  585.72 um   112.06 um    89.20 um  
  11.00 keV   1.161E+00  7.314E+00  620.24 um   117.40 um    93.97 um  
  12.00 keV   1.213E+00  7.472E+00  653.92 um   122.54 um    98.58 um  
  13.00 keV   1.262E+00  7.615E+00  686.86 um   127.51 um   103.06 um  
  14.00 keV   1.310E+00  7.744E+00  719.16 um   132.33 um   107.42 um  
  15.00 keV   1.356E+00  7.863E+00  750.87 um   137.02 um   111.67 um  
  16.00 keV   1.400E+00  7.972E+00  782.07 um   141.60 um   115.83 um  
  17.00 keV   1.443E+00  8.072E+00  812.80 um   146.07 um   119.90 um  
  18.00 keV   1.485E+00  8.165E+00  843.11 um   150.45 um   123.90 um  
  20.00 keV   1.566E+00  8.330E+00  902.59 um   159.05 um   131.67 um  
  22.50 keV   1.661E+00  8.506E+00  975.13 um   169.42 um   141.06 um  
  25.00 keV   1.750E+00  8.655E+00    1.05 mm   179.39 um   150.11 um  
  27.50 keV   1.836E+00  8.781E+00    1.12 mm   189.03 um   158.89 um  
  30.00 keV   1.917E+00  8.889E+00    1.18 mm   198.37 um   167.43 um  
  32.50 keV   1.996E+00  8.982E+00    1.25 mm   207.46 um   175.75 um  
