 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> October 18, 2017 
 ==================================================================

 Disk File Name = /home/nicholas/Code/experimental_scripts/srim_files/62Co-V.dat

 Ion = Cobalt       [27] , Mass = 62 amu

 Density =  5.9600E+00 g/cm3 = 7.0455E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      V     23    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Cobalt       [27] , Mass = 62 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.572E-01  2.304E+00      66 A        36 A        26 A   
  11.00 keV   1.648E-01  2.354E+00      70 A        38 A        27 A   
  12.00 keV   1.722E-01  2.399E+00      74 A        40 A        29 A   
  13.00 keV   1.792E-01  2.439E+00      79 A        42 A        30 A   
  14.00 keV   1.860E-01  2.476E+00      83 A        44 A        32 A   
  15.00 keV   1.925E-01  2.508E+00      87 A        46 A        33 A   
  16.00 keV   1.988E-01  2.538E+00      91 A        47 A        35 A   
  17.00 keV   2.049E-01  2.566E+00      95 A        49 A        36 A   
  18.00 keV   2.109E-01  2.591E+00      99 A        51 A        37 A   
  20.00 keV   2.223E-01  2.634E+00     108 A        55 A        40 A   
  22.50 keV   2.357E-01  2.680E+00     118 A        59 A        43 A   
  25.00 keV   2.485E-01  2.717E+00     127 A        63 A        46 A   
  27.50 keV   2.606E-01  2.748E+00     137 A        68 A        49 A   
  30.00 keV   2.722E-01  2.774E+00     147 A        72 A        52 A   
  32.50 keV   2.833E-01  2.795E+00     156 A        76 A        55 A   
  35.00 keV   2.940E-01  2.812E+00     166 A        80 A        58 A   
  37.50 keV   3.043E-01  2.827E+00     176 A        84 A        61 A   
  40.00 keV   3.143E-01  2.838E+00     185 A        88 A        64 A   
